id	name	formula	rt	pubchem.smiles.isomeric	status
0026_00001	Fentanyl	C22H28N2O	10.4		FAILED_STANDARDIZATION
0026_00002	Fexofenadine	C32H39NO4	11.5		FAILED_STANDARDIZATION
0026_00004	Flecainide	C17H20F6N2O3	12.6		FAILED_STANDARDIZATION
0026_00005	Fluconazole	C13H12F2N6O	6.9		FAILED_STANDARDIZATION
0026_00008	Flunitrazepam	C16H12FN3O3	9.9		FAILED_STANDARDIZATION
0026_00009	Flunixin	C14H11F3N2O2	12.6		FAILED_STANDARDIZATION
0026_00010	Fluoxetine	C17H18F3NO	13.26		FAILED_STANDARDIZATION
0026_00013	Fluphenazine	C22H26F3N3OS	13.78		FAILED_STANDARDIZATION
0026_00014	Flurazepam	C21H23ClFN3O	9.9		FAILED_STANDARDIZATION
0026_00015	Flurbiprofen	C15H13FO2	11.9		FAILED_STANDARDIZATION
0026_00017	Furosemide	C12H11ClN2O5S	8.9		FAILED_STANDARDIZATION
