id	name	formula	rt	smiles.std	status
0318_00064	Decanoyl-L-carnitine	C17H33NO4	5.391		'PUGREST.BadRequest: error: '
0318_00085	Propionyl-L-carnitine	C10H19NO4	1.356		'PUGREST.BadRequest: error: '
0318_00095	Stearoyl-L-carnitine	C25H49NO4	6.612		'PUGREST.BadRequest: error: '
0318_00142	17-Octadecynoic acid	C18H32O2	7.044		'PUGREST.BadRequest: error: '
0318_00148	10-Undecenoic acid	C11H20O2	6.247		'PUGREST.BadRequest: error: '
0318_00193	KYNURENINE	C10H12N2O3	1.877		'PUGREST.BadRequest: error: '
0318_00194	INOSINE	C10H12N4O5	4.058		'PUGREST.BadRequest: error: '
0318_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.698		'PUGREST.BadRequest: error: '
0318_00196	GUANOSINE	C10H13N5O5	1.564		'PUGREST.BadRequest: error: '
0318_00197	THYMIDINE	C10H14N2O5	2.305		'PUGREST.BadRequest: error: '
0318_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.698		'PUGREST.BadRequest: error: '
0318_00200	NICOTINAMIDE MONONUCLEOTIDE	C11H15N2O8P	0.581		'PUGREST.BadRequest: error: '
0318_00201	METHYLTHIOADENOSINE	C11H15N5O3S	2.952		'PUGREST.BadRequest: error: '
0318_00202	N-ACETYLNEURAMINATE	C11H19NO9	0.581		'PUGREST.BadRequest: error: '
0318_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3	4.058		'PUGREST.BadRequest: error: '
0318_00204	FOLATE	C19H19N7O6	3.309		'PUGREST.BadRequest: error: '
0318_00217	GUANIDINOACETATE	C3H7N3O2	0.556		'PUGREST.BadRequest: error: '
0318_00226	URACIL	C4H4N2O2	0.698		'PUGREST.BadRequest: error: '
0318_00234	CREATININE	C4H7N3O	0.556		'PUGREST.BadRequest: error: '
0318_00238	CREATINE	C4H9N3O2	0.579		'PUGREST.BadRequest: error: '
0318_00247	OROTATE	C5H4N2O4	0.668		'PUGREST.BadRequest: error: '
0318_00248	PURINE	C5H4N4	1.046		'PUGREST.BadRequest: error: '
0318_00250	XANTHINE	C5H4N4O2	0.963		'PUGREST.BadRequest: error: '
0318_00251	URATE	C5H4N4O3	0.707		'PUGREST.BadRequest: error: '
0318_00252	ADENINE	C5H5N5	2.952		'PUGREST.BadRequest: error: '
0318_00253	GUANINE	C5H5N5O	1.564		'PUGREST.BadRequest: error: '
0318_00256	PROLINE	C5H9NO2	0.581		'PUGREST.BadRequest: error: '
0318_00259	PIPECOLATE	C6H11NO2	0.643		'PUGREST.BadRequest: error: '
0318_00260	CYSTINE	C6H12N2O4S2	0.541		'PUGREST.BadRequest: error: '
0318_00262	CITRULLINE	C6H13N3O3	0.566		'PUGREST.BadRequest: error: '
0318_00267	NICOTINATE	C6H5NO2	0.715		'PUGREST.BadRequest: error: '
0318_00275	PYRIDOXINE	C8H11NO3	0.715		'PUGREST.BadRequest: error: '
0318_00279	PHENYLALANINE	C9H11NO2	2.155		'PUGREST.BadRequest: error: '
0318_00280	TYROSINE	C9H11NO3	1.052		'PUGREST.BadRequest: error: '
0318_00284	CYTIDINE	C9H13N3O5	0.598		'PUGREST.BadRequest: error: '
