id	name	formula	rt	pubchem.smiles.isomeric	status
0031_00001	Gallic acid	C7H6O5	1.22		FAILED_STANDARDIZATION
0031_00002	Pyrogallol 2-O-sulfate	C6H6O6S	1.61		FAILED_STANDARDIZATION
0031_00003	4-O-methylgallic acid 3-O-sulfate	C8H8O8S	1.78		FAILED_STANDARDIZATION
0031_00004	Catechol O-sulfate	C6H6O5S	1.79		FAILED_STANDARDIZATION
0031_00005	Hydroxytyrosol	C8H10O3	2.05		FAILED_STANDARDIZATION
0031_00006	Protocatechuic acid	C7H6O4	2.06		FAILED_STANDARDIZATION
0031_00007	Hippuric acid	C9H9NO3	3.2		FAILED_STANDARDIZATION
0031_00008	4-Hydroxyphenylacetic acid	C8H8O3	3.36		FAILED_STANDARDIZATION
0031_00009	Dihydrocaffeic acid	C9H10O4	3.46		FAILED_STANDARDIZATION
0031_00010	Chlorogenic acid	C16H18O9	3.49		FAILED_STANDARDIZATION
0031_00011	Vanillic acid	C8H8O4	4.01		FAILED_STANDARDIZATION
0031_00013	Homovanillic acid	C9H10O4	4.17		FAILED_STANDARDIZATION
0031_00014	(-)-Epicatechin	C15H14O6	4.95		FAILED_STANDARDIZATION
0031_00015	Phloretic acid	C9H10O3	5.01		FAILED_STANDARDIZATION
0031_00016	Vanillin	C8H8O3	5.38		FAILED_STANDARDIZATION
0031_00019	Veratric acid	C9H10O4	6.87		FAILED_STANDARDIZATION
0031_00020	Sinapic acid	C11H12O5	7.22		FAILED_STANDARDIZATION
0031_00021	Procyanidin A2	C30H24O12	8.12		FAILED_STANDARDIZATION
0031_00023	Rosmarinic acid	C18H16O8	8.46		FAILED_STANDARDIZATION
0031_00024	Kaempferol-3-O-glucuronide	C21H18O12	8.58		FAILED_STANDARDIZATION
0031_00025	Naringin	C27H32O14	8.96		FAILED_STANDARDIZATION
0031_00026	Apigenin 7-O-glucoside	C21H20O10	9.12		FAILED_STANDARDIZATION
0031_00027	Quercetin 3-O-sulfate	C15H10O10S	9.25		FAILED_STANDARDIZATION
0031_00028	Quercetin 4-O-sulfate	C15H10O10S	9.3		FAILED_STANDARDIZATION
0031_00029	Resveratrol	C14H12O3	9.3		FAILED_STANDARDIZATION
0031_00030	(+)-Lariciresinol	C20H24O6	9.31		FAILED_STANDARDIZATION
0031_00031	Urolithin A	C13H8O4	9.38		FAILED_STANDARDIZATION
0031_00032	Bergaptol	C11H6O4	9.43		FAILED_STANDARDIZATION
0031_00033	Luteolin	C15H10O6	9.48		FAILED_STANDARDIZATION
0031_00034	Phloretin	C15H14O5	9.58		FAILED_STANDARDIZATION
0031_00035	Genistein	C15H10O5	9.62		FAILED_STANDARDIZATION
0031_00036	Kaempferol	C15H10O6	9.66		FAILED_STANDARDIZATION
0031_00037	Hesperetin	C16H14O6	9.67		FAILED_STANDARDIZATION
0031_00038	Urolithin B	C13H8O3	9.78		FAILED_STANDARDIZATION
0031_00039	Isorhamnetin	C16H12O7	9.84		FAILED_STANDARDIZATION
0031_00041	Ursolic acid	C30H48O3	10.91		FAILED_STANDARDIZATION
0031_00042	Alkylresorcinol C25:0	C31H56O2	11		FAILED_STANDARDIZATION
0031_00043	Alkylresorcinol C17:0	C23H40O2	11.14		FAILED_STANDARDIZATION
