id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_12173		C15H22N4O2	9.158333333333331	C1CCC(C1)C(=O)N[C@@H]2CN(C[C@H]2CO)C3=NC=NC=C3	InChI=1S/C15H22N4O2/c20-9-12-7-19(14-5-6-16-10-17-14)8-13(12)18-15(21)11-3-1-2-4-11/h5-6,10-13,20H,1-4,7-9H2,(H,18,21)/t12-,13+/m0/s1	IIHSCSXZTJEPCH-QWHCGFSZSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Amines (CHEMONTID:0002449)	Tertiary amines (CHEMONTID:0002452)	Tertiary alkylarylamines (CHEMONTID:0002454)
0186_12178		C16H19N5O2	8.816666666666666	CC1=NC=CC(=C1)C(=O)N[C@@H]2CN(C[C@H]2CO)C3=NC=CC=N3	InChI=1S/C16H19N5O2/c1-11-7-12(3-6-17-11)15(23)20-14-9-21(8-13(14)10-22)16-18-4-2-5-19-16/h2-7,13-14,22H,8-10H2,1H3,(H,20,23)/t13-,14+/m0/s1	KPHSSDJLJINTCX-UONOGXRCSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	Pyridinecarboxylic acids and derivatives (CHEMONTID:0001322)	Pyridinecarboxamides (CHEMONTID:0001326)	NA (NA)
0186_12179		C19H29N3O3	10.026666666666667	CC(C)N1[C@H]([C@H](C1=O)OC)C2CCN(CC2)CC3=NC(=CC=C3)OC	InChI=1S/C19H29N3O3/c1-13(2)22-17(18(25-4)19(22)23)14-8-10-21(11-9-14)12-15-6-5-7-16(20-15)24-3/h5-7,13-14,17-18H,8-12H2,1-4H3/t17-,18+/m0/s1	JYJOOFZITQPIJB-ZWKOTPCHSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Lactams (CHEMONTID:0000160)	Beta lactams (CHEMONTID:0000162)	Monobactams (CHEMONTID:0000170)	NA (NA)
0186_12181		C13H15FN2O	1.415	C1CN(C2=CC=CC=C21)C(=O)[C@@H]3C[C@@H](CN3)F	InChI=1S/C13H15FN2O/c14-10-7-11(15-8-10)13(17)16-6-5-9-3-1-2-4-12(9)16/h1-4,10-11,15H,5-8H2/t10-,11-/m0/s1	DKZRLIHKAJPVGS-QWRGUYRKSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_12202		C21H23N5O4	11.401666666666667	CN1C2=C(N=CC=C2)N(C1=O)[C@H]3CCCN(C3)C(=O)NC4=CC5=C(C=C4)OCCO5	InChI=1S/C21H23N5O4/c1-24-16-5-2-8-22-19(16)26(21(24)28)15-4-3-9-25(13-15)20(27)23-14-6-7-17-18(12-14)30-11-10-29-17/h2,5-8,12,15H,3-4,9-11,13H2,1H3,(H,23,27)/t15-/m0/s1	YSMOMVBTYAWSQB-HNNXBMFYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Benzodioxanes (CHEMONTID:0002699)	Benzo-1,4-dioxanes (CHEMONTID:0002702)	NA (NA)	NA (NA)
0186_12236		C15H21N3O	8.638333333333332	CN(C)[C@@H]1CN(C[C@H]1CO)CC2=CC=CC=C2C#N	InChI=1S/C15H21N3O/c1-17(2)15-10-18(9-14(15)11-19)8-13-6-4-3-5-12(13)7-16/h3-6,14-15,19H,8-11H2,1-2H3/t14-,15+/m0/s1	GNUPRZSXAWTBTM-LSDHHAIUSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylmethylamines (CHEMONTID:0000185)	NA (NA)	NA (NA)
0186_12237		C14H19BrN2O2	1.59	CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=CC=C2Br	InChI=1S/C14H19BrN2O2/c1-16(2)13-8-17(7-10(13)9-18)14(19)11-5-3-4-6-12(11)15/h3-6,10,13,18H,7-9H2,1-2H3/t10-,13+/m0/s1	JDTAEIHENARSQF-GXFFZTMASA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzoic acids and derivatives (CHEMONTID:0000176)	Halobenzoic acids and derivatives (CHEMONTID:0003096)	2-halobenzoic acids and derivatives (CHEMONTID:0003098)
0186_12238		C15H21ClN2O2	1.57	CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)CC2=CC=C(C=C2)Cl	InChI=1S/C15H21ClN2O2/c1-17(2)14-9-18(8-12(14)10-19)15(20)7-11-3-5-13(16)6-4-11/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14+/m0/s1	PKIOUXWRSSRILP-GXTWGEPZSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylacetamides (CHEMONTID:0002363)	NA (NA)	NA (NA)
0186_12239		C14H19BrN2O2	1.59	CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=C(C=C2)Br	InChI=1S/C14H19BrN2O2/c1-16(2)13-8-17(7-11(13)9-18)14(19)10-3-5-12(15)6-4-10/h3-6,11,13,18H,7-9H2,1-2H3/t11-,13+/m0/s1	RUZMBCLULKQTSI-WCQYABFASA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzoic acids and derivatives (CHEMONTID:0000176)	Halobenzoic acids and derivatives (CHEMONTID:0003096)	4-halobenzoic acids and derivatives (CHEMONTID:0003100)
0186_12241		C21H28N4O2	8.403333333333332	CO[C@H]1CN([C@H]1C2=CN=CC=C2)C3CCN(CC3)CC4=NC(=CC=C4)OC	InChI=1S/C21H28N4O2/c1-26-19-15-25(21(19)16-5-4-10-22-13-16)18-8-11-24(12-9-18)14-17-6-3-7-20(23-17)27-2/h3-7,10,13,18-19,21H,8-9,11-12,14-15H2,1-2H3/t19-,21-/m0/s1	MGCSDEZTNSCPJL-FPOVZHCZSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	2-pyridylmethylamines (CHEMONTID:0004708)	6-substituted-2-pyridinylmethylamines (CHEMONTID:0004709)	NA (NA)
