id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0117_00002	1,2-DIPALMITOYL-RAC-GLYCERO-3-PHOSPHOETHANOLAMINE	C37H74NO8P	7.52		missing SMILES		
0117_00003	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE	C10H13NO2	8.9		missing SMILES		
0117_00005	1-METHYLNICOTINAMIDE	C7H8N2O	9.58		missing SMILES		
0117_00006	1-NAPHTHYLAMINE	C10H9N	4.55		missing SMILES		
0117_00007	3-METHOXYTYRAMINE	C9H13NO2	6.27		missing SMILES		
0117_00008	3-METHYLADENINE	C6H7N5	1.43		missing SMILES		
0117_00009	3-METHYLHISTAMINE	C6H11N3	12.7		missing SMILES		
0117_00010	4-GUANIDINOBUTANOATE	C5H11N3O2	12.65		missing SMILES		
0117_00011	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	7.24		missing SMILES		
0117_00013	5-METHYLCYTOSINE	C5H7N3O	3.68		missing SMILES		
0117_00015	ADENINE	C5H5N5	2.03		missing SMILES		
0117_00016	AGMATINE	C5H14N4	20.06		missing SMILES		
0117_00021	CHOLINE	C5H14NO	9.01		missing SMILES		
0117_00022	CREATINE	C4H9N3O2	12.41		missing SMILES		
0117_00023	CREATININE	C4H7N3O	2.9		missing SMILES		
0117_00026	CYTOSINE	C4H5N3O	5.33		missing SMILES		
0117_00027	DETHIOBIOTIN	C10H18N2O3	3.99		missing SMILES		
0117_00028	DIETHANOLAMINE	C4H11NO2	10		missing SMILES		
0117_00029	DIMETHYLBENZIMIDAZOLE	C9H10N2	0.7		missing SMILES		
0117_00032	GUANIDINOACETATE	C3H7N3O2	12.65		missing SMILES		
0117_00035	HISTAMINE	CH5H9N3	11.36		missing SMILES		
0117_00036	HYPOXANTHINE	C5H4N4O	3.87		missing SMILES		
0117_00037	INDOLE-3-ACETALDEHYDE	C10H9NO	1.1		missing SMILES		
0117_00047	LUMICHROME	C12H10N4O2	0.91		missing SMILES		
0117_00048	METHYLGUANIDINE	C2H7N3	8.4		missing SMILES		
0117_00049	N-ACETYLPUTRESCINE	C6H14N2O	10.14		missing SMILES		
0117_00050	N-ACETYLSEROTONIN	C12H14N2O2	1.1		missing SMILES		
0117_00054	NICOTINAMIDE	C6H6N2O	0.89		missing SMILES		
0117_00055	N-METHYLTRYPTAMINE	C11H14N2	2.83		missing SMILES		
0117_00058	PHOSPHOCHOLINE	C5H14NO4P	17.33		missing SMILES		
0117_00059	PTERIN	C6H5N5O	5.45		missing SMILES		
0117_00060	PURINE	C5H4N4	1.26		missing SMILES		
0117_00061	PYRIDOXAMINE	C8H12N2O2	7.1		missing SMILES		
0117_00062	QUINOLINE	C9H7N	0.94		missing SMILES		
0117_00063	RIBOFLAVIN	C17H20N4O6	5.49		missing SMILES		
0117_00068	THIAMINE	C12H17N4OS	9.65		missing SMILES		
0117_00069	THIAMINE MONOPHOSPHATE	C12H17N4O4PS	16.9		missing SMILES		
0117_00070	THIOPURINE S-METHYLETHER	C6H6N4S	0.87		missing SMILES		
