id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0061_0001	1-Octanol, 8-chloro-	C8H17ClO	3.24	C(CCCCCl)CCCO	InChI=1S/C8H17ClO/c9-7-5-3-1-2-4-6-8-10/h10H,1-8H2	YDFAJMDFCCJZSI-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Alcohols and polyols (CHEMONTID:0000129)	Primary alcohols (CHEMONTID:0000286)	NA (NA)
0061_0002	Phosphinic acid, P-ethyl-P-methyl-, 2-methylpropyl ester	C7H17O2P	3.24	CCP(=O)(C)OCC(C)C	InChI=1S/C7H17O2P/c1-5-10(4,8)9-6-7(2)3/h7H,5-6H2,1-4H3	LAUOWESHBLLZHR-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organophosphorus compounds (CHEMONTID:0000400)	Organophosphinic acids and derivatives (CHEMONTID:0003014)	Phosphinic acid esters (CHEMONTID:0003015)	NA (NA)	NA (NA)
0061_0003	1-Octanol, 4-chloro-	C8H17ClO	3.24	CCCCC(CCCO)Cl	InChI=1S/C8H17ClO/c1-2-3-5-8(9)6-4-7-10/h8,10H,2-7H2,1H3	MMVJPTKAKBJYGU-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Alcohols and polyols (CHEMONTID:0000129)	Primary alcohols (CHEMONTID:0000286)	NA (NA)
0061_0004	Diisopropyl methylphosphonite	C7H17O2P	3.24	CC(C)OP(C)OC(C)C	InChI=1S/C7H17O2P/c1-6(2)8-10(5)9-7(3)4/h6-7H,1-5H3	IIXDCLXRMJQEAM-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organophosphorus compounds (CHEMONTID:0000400)	NA (NA)	NA (NA)	NA (NA)	NA (NA)
0061_0005	5-Amino-6-fluoronorleucine	C6H13FN2O2	3.24	C(CC(C(=O)O)N)C(CF)N	InChI=1S/C6H13FN2O2/c7-3-4(8)1-2-5(9)6(10)11/h4-5H,1-3,8-9H2,(H,10,11)	PRNUWRQQLDXHRZ-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0061_0006	2-(Fluoromethyl)ornithine	C6H13FN2O2	3.24	C(CC(CF)(C(=O)O)N)CN	InChI=1S/C6H13FN2O2/c7-4-6(9,5(10)11)2-1-3-8/h1-4,8-9H2,(H,10,11)	PYSFCFGTQFSVRE-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0061_0007	1-Octanol, 2-chloro-	C8H17ClO	3.24	CCCCCCC(CO)Cl	InChI=1S/C8H17ClO/c1-2-3-4-5-6-8(9)7-10/h8,10H,2-7H2,1H3	VWVAGHKETJVBII-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organohalogen compounds (CHEMONTID:0000267)	Halohydrins (CHEMONTID:0002528)	Chlorohydrins (CHEMONTID:0002608)	NA (NA)	NA (NA)
0061_0008	Hexanoic acid, 3,6-diamino-2-fluoro-	C6H13FN2O2	3.24	C(CC(C(C(=O)O)F)N)CN	InChI=1S/C6H13FN2O2/c7-5(6(10)11)4(9)2-1-3-8/h4-5H,1-3,8-9H2,(H,10,11)	VGYJSJHDXOCIDU-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Beta amino acids and derivatives (CHEMONTID:0001878)
0061_0009	n-butyl ethylmethylphosphinate	C7H17O2P	3.24	CCCCOP(=O)(C)CC	InChI=1S/C7H17O2P/c1-4-6-7-9-10(3,8)5-2/h4-7H2,1-3H3	AYYXSQKQZRTKPX-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organophosphorus compounds (CHEMONTID:0000400)	Organophosphinic acids and derivatives (CHEMONTID:0003014)	Phosphinic acid esters (CHEMONTID:0003015)	NA (NA)	NA (NA)
0061_0010	3-Chloro-1-methoxyheptane	C8H17ClO	3.24	CCCCC(CCOC)Cl	InChI=1S/C8H17ClO/c1-3-4-5-8(9)6-7-10-2/h8H,3-7H2,1-2H3	UUCLPYJVAQFSGU-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Ethers (CHEMONTID:0000254)	Dialkyl ethers (CHEMONTID:0001167)	NA (NA)
