id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.hmdb.1	id.lipidmaps	id.kegg	comment
0228_00001	Dofetilide	C19H27N3O5S2	3.38	71329		CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C	InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3	IXTMWRCNAAVVAI-UHFFFAOYSA-N						removed another duplicate entry
0228_00002	Dolasetron	C19H20N2O3	1.9	3148		C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54	InChI=1S/C19H20N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,20H,5-8,10H2	UKTAZPQNNNJVKR-UHFFFAOYSA-N						removed another duplicate entry
0228_00003	Lofepramine	C26H27ClN2O	1.91	3947		CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl	InChI=1S/C26H27ClN2O/c1-28(19-26(30)22-13-15-23(27)16-14-22)17-6-18-29-24-9-4-2-7-20(24)11-12-21-8-3-5-10-25(21)29/h2-5,7-10,13-16H,6,11-12,17-19H2,1H3	SAPNXPWPAUFAJU-UHFFFAOYSA-N						removed another duplicate entry
0228_00004	Lofexidine	C11H12Cl2N2O	2.65	30668		CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl	InChI=1S/C11H12Cl2N2O/c1-7(11-14-5-6-15-11)16-10-8(12)3-2-4-9(10)13/h2-4,7H,5-6H2,1H3,(H,14,15)	KSMAGQUYOIHWFS-UHFFFAOYSA-N						removed another duplicate entry
0228_00005	Lomerizine	C27H30F2N2O3	1.7	3949		COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC	InChI=1S/C27H30F2N2O3/c1-32-24-13-8-21(26(33-2)27(24)34-3)18-30-14-16-31(17-15-30)25(19-4-9-22(28)10-5-19)20-6-11-23(29)12-7-20/h4-13,25H,14-18H2,1-3H3	JQSAYKKFZOSZGJ-UHFFFAOYSA-N						removed another duplicate entry
0228_00006	Lomifylline	C13H18N4O3	1.09	65599		CC(=O)CCCCN1C=NC2=C1C(=O)N(C(=O)N2C)C	InChI=1S/C13H18N4O3/c1-9(18)6-4-5-7-17-8-14-11-10(17)12(19)16(3)13(20)15(11)2/h8H,4-7H2,1-3H3	XBEDAMVJWVPVDS-UHFFFAOYSA-N						removed another duplicate entry
0228_00007	Loratadine	C22H23ClN2O2	1.11	3957		CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3	JCCNYMKQOSZNPW-UHFFFAOYSA-N						removed another duplicate entry
0228_00008	(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid	C10H9NO3	2.02	3080590		C1=CC=C2C(=C1)C(C(=O)N2)CC(=O)O	InChI=1S/C10H9NO3/c12-9(13)5-7-6-3-1-2-4-8(6)11-10(7)14/h1-4,7H,5H2,(H,11,14)(H,12,13)	ILGMGHZPXRDCCS-UHFFFAOYSA-N						removed another duplicate entry
0228_00009	(2R)-3-Hydroxyisovaleroylcarnitine		7.23											
0228_00010	(R)-Butyrylcarnitine	C11H21NO4	5.77	213144	CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1	QWYFHHGCZUCMBN-SECBINFHSA-N						removed another duplicate entry
0228_00011	(S)-Cotinine N-oxide	C10H12N2O2	3.87	9815514	CN1[C@@H](CCC1=O)C2=C[N+](=CC=C2)[O-]	CN1C(CCC1=O)C2=C[N+](=CC=C2)[O-]	InChI=1S/C10H12N2O2/c1-11-9(4-5-10(11)13)8-3-2-6-12(14)7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1	CIPULDKLIIVIER-VIFPVBQESA-N						removed another duplicate entry
0228_00012	1,1-Dimethyl-4-phenylpiperazinium	C12H18N2	2.61	5310977		CC1C(NC(CN1)C2=CC=CC=C2)C	InChI=1S/C12H18N2/c1-9-10(2)14-12(8-13-9)11-6-4-3-5-7-11/h3-7,9-10,12-14H,8H2,1-2H3	WVHNHHJEHFWYHH-UHFFFAOYSA-N						removed another duplicate entry
0228_00013	1,2-Cyclohexanediol	C6H12O2	4.88	13601		C1CCC(C(C1)O)O	InChI=1S/C6H12O2/c7-5-3-1-2-4-6(5)8/h5-8H,1-4H2	PFURGBBHAOXLIO-UHFFFAOYSA-N						removed another duplicate entry
0228_00014	1,2-Cyclohexanedione	C6H8O2	5.77	13006		C1CCC(=O)C(=O)C1	InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2	OILAIQUEIWYQPH-UHFFFAOYSA-N						removed another duplicate entry
0228_00015	1,3 Cyclohexanedione	C6H8O2	1.47	10434		C1CC(=O)CC(=O)C1	InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2	HJSLFCCWAKVHIW-UHFFFAOYSA-N						removed another duplicate entry
0228_00016	1,3,5(10)-Estratrien-3-ol-17-one	C18H22O2	1.01	5870	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O	InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1	DNXHEGUUPJUMQT-CBZIJGRNSA-N						removed another duplicate entry
0228_00017	1,3,7-Trimethyluric acid	C8H10N4O3	1.83	79437		CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C	InChI=1S/C8H10N4O3/c1-10-4-5(9-7(10)14)11(2)8(15)12(3)6(4)13/h1-3H3,(H,9,14)	BYXCFUMGEBZDDI-UHFFFAOYSA-N						removed another duplicate entry
0228_00018	1,4-Cyclohexanedicarboxylic acid	C8H12O4	1.56	14106		C1CC(CCC1C(=O)O)C(=O)O	InChI=1S/C8H12O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)	PXGZQGDTEZPERC-UHFFFAOYSA-N						removed another duplicate entry
0228_00019	1,4-Cyclohexanedione	C6H8O2	1.15	12511		C1CC(=O)CCC1=O	InChI=1S/C6H8O2/c7-5-1-2-6(8)4-3-5/h1-4H2	DCZFGQYXRKMVFG-UHFFFAOYSA-N						removed another duplicate entry
0228_00020	1,5-Anhydrosorbitol	C6H12O5	0.92	219984		C1C(C(C(C(O1)CO)O)O)O	InChI=1S/C6H12O5/c7-1-4-6(10)5(9)3(8)2-11-4/h3-10H,1-2H2	MPCAJMNYNOGXPB-UHFFFAOYSA-N						removed another duplicate entry
0228_00021	1,7-Dimethyluric acid	C7H8N4O3	4.09	91611		CN1C2=C(NC1=O)NC(=O)N(C2=O)C	InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)9-7(14)11(2)5(3)12/h1-2H3,(H,8,13)(H,9,14)	NOFNCLGCUJJPKU-UHFFFAOYSA-N						removed another duplicate entry
0228_00022	1,7-Dimethylxanthine	C7H8N4O2	1.69	4687		CN1C=NC2=C1C(=O)N(C(=O)N2)C	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)	QUNWUDVFRNGTCO-UHFFFAOYSA-N						removed another duplicate entry
0228_00023	16-Glucuronide-estriol	C24H32O9	6.49	261506		CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O	InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)15(24)9-16(21(24)29)32-23-19(28)17(26)18(27)20(33-23)22(30)31/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)	FQYGGFDZJFIDPU-UHFFFAOYSA-N						removed another duplicate entry
0228_00024	1-Acetylimidazole	C5H6N2O	1.37	17174		CC(=O)N1C=CN=C1	InChI=1S/C5H6N2O/c1-5(8)7-3-2-6-4-7/h2-4H,1H3	VIHYIVKEECZGOU-UHFFFAOYSA-N						removed another duplicate entry
0228_00025	1-Benzylimidazole	C10H10N2	1.63	77918		C1=CC=C(C=C1)CN2C=CN=C2	InChI=1S/C10H10N2/c1-2-4-10(5-3-1)8-12-7-6-11-9-12/h1-7,9H,8H2	KKKDZZRICRFGSD-UHFFFAOYSA-N						removed another duplicate entry
0228_00026	1-Methyladenosine	C11H15N5O4	7.46	27476	CN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O	InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1	GFYLSDSUCHVORB-IOSLPCCCSA-N						removed another duplicate entry
0228_00027	1-Methylguanosine	C11H15N5O5	5.84	96373	CN1C(=O)C2=C(N=C1N)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	CN1C(=O)C2=C(N=C1N)N(C=N2)C3C(C(C(O3)CO)O)O	InChI=1S/C11H15N5O5/c1-15-9(20)5-8(14-11(15)12)16(3-13-5)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14)/t4-,6-,7-,10-/m1/s1	UTAIYTHAJQNQDW-KQYNXXCUSA-N						removed another duplicate entry
0228_00028	1-Methyl-L-histidine	C7H11N3O2	9.1	92105		CN1C=C(N=C1)CC(C(=O)O)N	InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	BRMWTNUJHUMWMS-LURJTMIESA-N						removed another duplicate entry
0228_00029	1-Methylnicotinamide	C7H9N2O+	6.26	457		C[N+]1=CC=CC(=C1)C(=O)N	InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1	LDHMAVIPBRSVRG-UHFFFAOYSA-O						removed another duplicate entry
0228_00030	1-Methylpseudouridine	C10H14N2O	4.99	315282		CN1C=C(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	InChI=1S/C10H14N2O6/c1-12-2-4(9(16)11-10(12)17)8-7(15)6(14)5(3-13)18-8/h2,5-8,13-15H,3H2,1H3,(H,11,16,17)	UVBYMVOUBXYSFV-UHFFFAOYSA-N						removed another duplicate entry
0228_00031	1-Methyltryptophan	C12H14N2O2	6.38	98112		CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N	InChI=1S/C12H14N2O2/c1-14-7-8(6-10(13)12(15)16)9-4-2-3-5-11(9)14/h2-5,7,10H,6,13H2,1H3,(H,15,16)	ZADWXFSZEAPBJS-UHFFFAOYSA-N						removed another duplicate entry
0228_00032	1-Methyluric acid	C6H6N4O3	2.18	69726		CN1C(=O)C2=C(NC(=O)N2)NC1=O	InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)	QFDRTQONISXGJA-UHFFFAOYSA-N						removed another duplicate entry
0228_00033	1-Monostearin	C21H42O4	0.99	24699		CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3	VBICKXHEKHSIBG-UHFFFAOYSA-N						removed another duplicate entry
0228_00034	2-(2-Aminoethyl)pyridine	C7H10N2	5.52	75919		C1=CC=NC(=C1)CCN	InChI=1S/C7H10N2/c8-5-4-7-3-1-2-6-9-7/h1-3,6H,4-5,8H2	XPQIPUZPSLAZDV-UHFFFAOYSA-N						removed another duplicate entry
0228_00035	2,3-Butanediol	C4H10O2	3.34	262		CC(C(C)O)O	InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3	OWBTYPJTUOEWEK-UHFFFAOYSA-N						removed another duplicate entry
0228_00036	2,3-Dideoxycytidine	C9H13N3O3	4.54	5718		C1CC(OC1CO)N2C=CC(=NC2=O)N	InChI=1S/C9H13N3O3/c10-7-3-4-12(9(14)11-7)8-2-1-6(5-13)15-8/h3-4,6,8,13H,1-2,5H2,(H2,10,11,14)	WREGKURFCTUGRC-UHFFFAOYSA-N						removed another duplicate entry
0228_00037	2',3'-Dideoxyinosine	C10H12N4O3	3.44	135422442		C1CC(OC1CO)N2C=NC3=C2N=CNC3=O	InChI=1S/C10H12N4O3/c15-3-6-1-2-7(17-6)14-5-13-8-9(14)11-4-12-10(8)16/h4-7,15H,1-3H2,(H,11,12,16)	BXZVVICBKDXVGW-UHFFFAOYSA-N						removed another duplicate entry
0228_00038	2,3-Dideoxyuridine	C9H12N2O4	1.73	355836		C1CC(OC1CO)N2C=CC(=O)NC2=O	InChI=1S/C9H12N2O4/c12-5-6-1-2-8(15-6)11-4-3-7(13)10-9(11)14/h3-4,6,8,12H,1-2,5H2,(H,10,13,14)	BTOTXLJHDSNXMW-UHFFFAOYSA-N						removed another duplicate entry
0228_00039	2,6-Diaminopimelic acid	C7H14N2O4	9.88	865		C(CC(C(=O)O)N)CC(C(=O)O)N	InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)	GMKMEZVLHJARHF-UHFFFAOYSA-N						removed another duplicate entry
0228_00040	2,8-Quinolinediol	C9H7NO2	1.53	97250		C1=CC2=C(C(=C1)O)NC(=O)C=C2	InChI=1S/C9H7NO2/c11-7-3-1-2-6-4-5-8(12)10-9(6)7/h1-5,11H,(H,10,12)	ZXZKYYHTWHJHFT-UHFFFAOYSA-N						removed another duplicate entry
0228_00041	2-alpha-Mannobiose	C12H22O11	9.47	4623424		C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2	HIWPGCMGAMJNRG-UHFFFAOYSA-N						removed another duplicate entry
0228_00042	2-Amino-3-methoxybenzoic acid	C8H9NO3	1.27	255720		COC1=CC=CC(=C1N)C(=O)O	InChI=1S/C8H9NO3/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4H,9H2,1H3,(H,10,11)	SXOPCLUOUFQBJV-UHFFFAOYSA-N						removed another duplicate entry
0228_00043	2-Aminoacetophenone	C8H9NO	1.08	11952		C1=CC=C(C=C1)C(=O)CN	InChI=1S/C8H9NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5H,6,9H2	HEQOJEGTZCTHCF-UHFFFAOYSA-N						removed another duplicate entry
0228_00044	2-Aminoethanethiol	C2H7NS	2.05	6058		C(CS)N	InChI=1S/C2H7NS/c3-1-2-4/h4H,1-3H2	UFULAYFCSOUIOV-UHFFFAOYSA-N						removed another duplicate entry
0228_00045	2-Aminoethylphosphonic acid	C2H8NO3P	9.39	339		C(CP(=O)(O)O)N	InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)	QQVDJLLNRSOCEL-UHFFFAOYSA-N						removed another duplicate entry
0228_00046	2-Aminophenol	C6H7NO	1.22	5801		C1=CC=C(C(=C1)N)O	InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2	CDAWCLOXVUBKRW-UHFFFAOYSA-N						removed another duplicate entry
0228_00047	2-Chloroadenosine	C10H12ClN5O4	2.69	8974	C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)N	C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)Cl)N	InChI=1S/C10H12ClN5O4/c11-10-14-7(12)4-8(15-10)16(2-13-4)9-6(19)5(18)3(1-17)20-9/h2-3,5-6,9,17-19H,1H2,(H2,12,14,15)/t3-,5-,6-,9-/m1/s1	BIXYYZIIJIXVFW-UUOKFMHZSA-N						removed another duplicate entry
0228_00048	2-Chloro-N6-cyclopentyladenosine	C15H20ClN5O4	1.47	1547		C1CCC(C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)C4C(C(C(O4)CO)O)O	InChI=1S/C15H20ClN5O4/c16-15-19-12(18-7-3-1-2-4-7)9-13(20-15)21(6-17-9)14-11(24)10(23)8(5-22)25-14/h6-8,10-11,14,22-24H,1-5H2,(H,18,19,20)	XSMYYYQVWPZWIZ-UHFFFAOYSA-N						removed another duplicate entry
0228_00049	2'-Deoxyadenosine	C10H13N5O3	3.92	636		C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)	OLXZPDWKRNYJJZ-UHFFFAOYSA-N						removed another duplicate entry
0228_00050	2'-Deoxyadenosine-5'-monophosphate	C10H14N5O6P	8.63	12599	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	KHWCHTKSEGGWEX-RRKCRQDMSA-N						removed another duplicate entry
0228_00051	2'-Deoxycytidine	C9H13N3O4	5.87	13711	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1	CKTSBUTUHBMZGZ-SHYZEUOFSA-N						removed another duplicate entry
0228_00052	2-Deoxycytidine-5-monophosphoric acid	C9H14N3O7P	9.16	13945	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	NCMVOABPESMRCP-SHYZEUOFSA-N						removed another duplicate entry
0228_00053	2'-Deoxyguanosine	C10H13N5O4	6.4	135398592	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	YKBGVTZYEHREMT-KVQBGUIXSA-N						removed another duplicate entry
0228_00054	2'-Deoxyguanosine 3'-monophosphate	C10H14N5O7P	9.43	135445711		C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)OP(=O)(O)O	InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(5(2-16)21-6)22-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)	QQMSZHORHNORLP-UHFFFAOYSA-N						removed another duplicate entry
0228_00055	2'-Deoxyguanosine 5'-monophosphate	C10H14N5O7P	9.25	135398597	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1	LTFMZDNNPPEQNG-KVQBGUIXSA-N						removed another duplicate entry
0228_00056	2-Deoxyribose	C5H10O4	1.42	10786		C(C=O)C(C(CO)O)O	InChI=1S/C5H10O4/c6-2-1-4(8)5(9)3-7/h2,4-5,7-9H,1,3H2	ASJSAQIRZKANQN-UHFFFAOYSA-N						removed another duplicate entry
0228_00057	2-Deoxyuridine	C9H12N2O5	2.96	13712	C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	MXHRCPNRJAMMIM-SHYZEUOFSA-N						removed another duplicate entry
0228_00058	2-Hexenal	C6H10O	1.39	5281168	CCC/C=C/C=O	CCCC=CC=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+	MBDOYVRWFFCFHM-SNAWJCMRSA-N						removed another duplicate entry
0228_00059	2-Hydroxy-3-methylbutyric acid	C5H10O3	1.29	99823		CC(C)C(C(=O)O)O	InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	NGEWQZIDQIYUNV-UHFFFAOYSA-N						removed another duplicate entry
0228_00060	2-Hydroxy-4-methylpentanoic acid	C6H12O3	1.57	92779		CC(C)CC(C(=O)O)O	InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)	LVRFTAZAXQPQHI-UHFFFAOYSA-N						removed another duplicate entry
0228_00061	2-Hydroxyacetophenone	C8H8O2	4.36	68490		C1=CC=C(C=C1)C(=O)CO	InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,9H,6H2	ZWVHTXAYIKBMEE-UHFFFAOYSA-N						removed another duplicate entry
0228_00062	2-Hydroxychalcone	C15H12O2	1.01	97765		C1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2O	InChI=1S/C15H12O2/c16-14-9-5-4-8-13(14)10-11-15(17)12-6-2-1-3-7-12/h1-11,16H	UDOOPSJCRMKSGL-UHFFFAOYSA-N						removed another duplicate entry
0228_00063	2-Hydroxyglutaric acid	C5H8O5	0.91	43		C(CC(=O)O)C(C(=O)O)O	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)	HWXBTNAVRSUOJR-UHFFFAOYSA-N						removed another duplicate entry
0228_00064	2-Hydroxyquinoline	C9H7NO	1.51	6038		C1=CC=C2C(=C1)C=CC(=O)N2	InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)	LISFMEBWQUVKPJ-UHFFFAOYSA-N						removed another duplicate entry
0228_00065	2-Indolinone	C8H7NO	1.36	65531		C1=CC=C2C(=C1)C=C(N2)O	InChI=1S/C8H7NO/c10-8-5-6-3-1-2-4-7(6)9-8/h1-5,9-10H	JHFAEUICJHBVHB-UHFFFAOYSA-N						removed another duplicate entry
0228_00066	2-Methoxy-4-vinylphenol	C9H10O2	8.71	332		COC1=C(C=CC(=C1)C=C)O	InChI=1S/C9H10O2/c1-3-7-4-5-8(10)9(6-7)11-2/h3-6,10H,1H2,2H3	YOMSJEATGXXYPX-UHFFFAOYSA-N						removed another duplicate entry
0228_00067	2-Myristoylglycerol	C17H34O4	1.01	137938		CCCCCCCCCCCCCC(=O)OC(CO)CO	InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h16,18-19H,2-15H2,1H3	TVIMZSOUQXNWHO-UHFFFAOYSA-N						removed another duplicate entry
0228_00068	2'-O-Methyl-5-methylcytidine	C11H17N3O5	4.93	18003297		CC1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)OC	InChI=1S/C11H17N3O5/c1-5-3-14(11(17)13-9(5)12)10-8(18-2)7(16)6(4-15)19-10/h3,6-8,10,15-16H,4H2,1-2H3,(H2,12,13,17)	CNVRVGAACYEOQI-UHFFFAOYSA-N						removed another duplicate entry
0228_00069	2'-O-Methyl-5-methyluridine	C11H16N2O6	1.75	14367009		CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)OC	InChI=1S/C11H16N2O6/c1-5-3-13(11(17)12-9(5)16)10-8(18-2)7(15)6(4-14)19-10/h3,6-8,10,14-15H,4H2,1-2H3,(H,12,16,17)	YHRRPHCORALGKQ-UHFFFAOYSA-N						removed another duplicate entry
0228_00070	2'-O-Methyladenosine	C11H15N5O4	2.6	317398		COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	InChI=1S/C11H15N5O4/c1-19-8-7(18)5(2-17)20-11(8)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)	FPUGCISOLXNPPC-UHFFFAOYSA-N						doublet; removed another duplicate entry
0228_00071	2'-O-Methyladenosine	C11H15N5O4	2.64	317398		COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	InChI=1S/C11H15N5O4/c1-19-8-7(18)5(2-17)20-11(8)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)	FPUGCISOLXNPPC-UHFFFAOYSA-N						doublet; removed another duplicate entry
0228_00072	2'-O-Methylcytidine	C10H15N3O5	5.02	301382		COC1C(C(OC1N2C=CC(=NC2=O)N)CO)O	InChI=1S/C10H15N3O5/c1-17-8-7(15)5(4-14)18-9(8)13-3-2-6(11)12-10(13)16/h2-3,5,7-9,14-15H,4H2,1H3,(H2,11,12,16)	RFCQJGFZUQFYRF-UHFFFAOYSA-N						removed another duplicate entry
0228_00073	2'-O-Methylguanosine	C11H15N5O5	5.72	135665269		COC1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O	InChI=1S/C11H15N5O5/c1-20-7-6(18)4(2-17)21-10(7)16-3-13-5-8(16)14-11(12)15-9(5)19/h3-4,6-7,10,17-18H,2H2,1H3,(H3,12,14,15,19)	OVYNGSFVYRPRCG-UHFFFAOYSA-N						removed another duplicate entry
