id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0261_00001	24-Dichlorophenoxyacetic acid	C8H6Cl2O3	8.06			OC(=O)COc1ccc(Cl)cc1Cl							
0261_00002	Clofibric acid	C10H11ClO3	8.57			CC(C)(Oc1ccc(Cl)cc1)C(O)=O							
0261_00003	Bezafibrate	C19H20ClNO4	9.33			CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O							
0261_00004	Bentazone	C10H12N2O3S	7.2			CC(C)N1C(=O)c2ccccc2NS1(=O)=O							
0261_00005	4-Nitrophenol	C6H5NO3	9.25			OC1=CC=C(C=C1)[N+]([O-])=O							
0261_00006	Furosemide	C12H11ClN2O5S	8.45			NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl							
0261_00007	Perfluorodecanoic acid	C10HF19O2	9.39			OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
0261_00008	Pravastatin	C23H36O7	9.42			CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12							
0261_00009	24-diaminobenzenesulfonic acid	C6H8N2O3S	1.48			Nc1ccc(c(N)c1)S(O)(=O)=O							
0261_00010	Fipronil	C12H4Cl2F6N4OS	10.91			Nc1c(c(nn1-c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F							
0261_00011	Sulcotrione	C14H13ClO5S	7.69			CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1							
0261_00012	Phenylbenzimidazole sulfonic acid	C13H10N2O3S	7.44			OS(=O)(=O)c1ccc2[nH]c(nc2c1)-c1ccccc1							
0261_00013	Hydrochlorothiazide	C7H8ClN3O4S2	7.62			NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl							
0261_00014	Dodecylbenzenesulfonic acid	C18H30O3S	10.08			CCCCCCCCCCCCc1ccccc1S(O)(=O)=O							
0261_00015	Dichlorprop	C9H8Cl2O3	8.48			CC(Oc1ccc(Cl)cc1Cl)C(O)=O							
0261_00016	Dinoseb	C10H12N2O5	10.02			CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O							
0261_00017	Ketoprofen	C16H14O3	9.75			CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1							
0261_00018	Perfluorooctanoic acid	C8HF15O2	8.97			OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
0261_00019	Acesulfame	C4H5NO4S	2.11			CC1=CC(=O)NS(=O)(=O)O1							
0261_00020	Flutamide	C11H11F3N2O3	10.7			CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)N(=O)=O							
0261_00021	Sucralose	C12H19Cl3O8	8.0			OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl							
0261_00022	Triclosan	C12H7Cl3O2	11.54			Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl							
0261_00023	Saccharin	C7H5NO3S	3.01			O=C1NS(=O)(=O)c2ccccc12							
0261_00024	Perfluorooctanesulfonic acid	C8HF17O3S	9.25			OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
0261_00025	Cyclamate	C6H13NO3S	2.74			OS(=O)(=O)NC1CCCCC1							
0261_00026	Diclofenac	C14H11Cl2NO2	10.11			OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl							
0261_00027	Mefenamic acid	C15H15NO2	10.59			Cc1cccc(Nc2ccccc2C(O)=O)c1C							
0261_00028	Perfluorohexanoic acid	C6HF11O2	8.19			OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
0261_00029	Mecoprop	C10H11ClO3	8.57			CC(Oc1ccc(Cl)cc1C)C(O)=O							
0261_00030	MCPA	C9H9ClO3	8.16			Cc1cc(Cl)ccc1OCC(O)=O							
0261_00031	Benzophenone-4	C14H12O6S	8.32			COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1							
0261_00032	Chlorophene	C13H11ClO	11.16			Oc1ccc(Cl)cc1Cc1ccccc1							
0261_00033	Chlorothalonil-4-hydroxy	C8HCl3N2O	9.06			Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N							
0261_00034	Ethylparaben	C9H10O3	9.81			CCOC(=O)c1ccc(O)cc1							
0261_00035	Dodecyl sulfate	C12H26O4S	9.67			CCCCCCCCCCCCOS(O)(=O)=O							
0261_00036	Triclocarban	C13H9Cl3N2O	11.35			Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1							
0261_00037	27-Naphthalenedisulfonic acid	C10H8O6S2	1.65			OS(=O)(=O)c1ccc2ccc(cc2c1)S(O)(=O)=O							
0261_00038	2-Naphthalene sulfonic acid	C10H8O3S	7.25			OS(=O)(=O)c1ccc2ccccc2c1							
0261_00039	4-Hydroxybenzotriazole	C6H5N3O	7.0			Oc1cccc2[nH]nnc12							
0261_00040	Tetrabromobisphenol A	C15H12Br4O2	11.67			CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1							
0261_00041	Butylparaben	C11H14O3	10.55			CCCCOC(=O)c1ccc(O)cc1							
0261_00042	Perfluorobutanoic acid	C4HF7O2	2.91			OC(=O)C(F)(F)C(F)(F)C(F)(F)F							removed another duplicate entry
0261_00044	Perfluorotetradecanoic acid	C14HF27O2	9.93			OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F							
0261_00045	Tetrachlorosalicylanilide	C13H7Cl4NO2	10.21			Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Cl)c(Cl)c1							
0261_00046	5-Fluorouracil	C4H3FN2O2	2.09			Fc1c[nH]c(=O)[nH]c1=O							
0261_00047	Metolachlor OA	C15H21NO4	8.42			CCc1cccc(C)c1N(C(C)COC)C(=O)C(O)=O							
0261_00048	Metolachlor ESA	C15H23NO5S	8.57			CCc1cccc(C)c1N(C(C)COC)C(=O)CS(O)(=O)=O							
0261_00049	(4-Sulfophenyl)acetic acid	C8H8O5S	1.82			OC(=O)Cc1ccc(cc1)S(O)(=O)=O							
0261_00050	24-Dinitrophenol	C6H4N2O5	7.62			Oc1ccc(cc1N(=O)=O)N(=O)=O							
