id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_75108		C19H30N2O3	1.5433333333333332	C[C@]1(CCN(C[C@H]1N2CCCC2)CC3=C(C(=CC=C3)OC)OC)O	InChI=1S/C19H30N2O3/c1-19(22)9-12-20(14-17(19)21-10-4-5-11-21)13-15-7-6-8-16(23-2)18(15)24-3/h6-8,17,22H,4-5,9-14H2,1-3H3/t17-,19-/m1/s1	NEQMNYFJQWKSJK-IEBWSBKVSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Benzylpiperidines (CHEMONTID:0003087)	N-benzylpiperidines (CHEMONTID:0002622)	NA (NA)
0186_75109		C18H28N2O2	1.403333333333333	C[C@]1(CCN(C[C@H]1N2CCCC2)CC3=CC=CC=C3OC)O	InChI=1S/C18H28N2O2/c1-18(21)9-12-19(14-17(18)20-10-5-6-11-20)13-15-7-3-4-8-16(15)22-2/h3-4,7-8,17,21H,5-6,9-14H2,1-2H3/t17-,18-/m1/s1	RITCYYXMUDCJDB-QZTJIDSGSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Benzylpiperidines (CHEMONTID:0003087)	N-benzylpiperidines (CHEMONTID:0002622)	NA (NA)
0186_75125		C21H22ClN3O3	10.235	COC1=C(C=C(C=C1)CC(=O)N2C[C@@H]3C[C@H]2C[C@@H]3NC(=O)C4=CN=CC=C4)Cl	InChI=1S/C21H22ClN3O3/c1-28-19-5-4-13(7-17(19)22)8-20(26)25-12-15-9-16(25)10-18(15)24-21(27)14-3-2-6-23-11-14/h2-7,11,15-16,18H,8-10,12H2,1H3,(H,24,27)/t15-,16-,18-/m0/s1	VVMFHPAWNSEFMM-BQFCYCMXSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylacetamides (CHEMONTID:0002363)	NA (NA)	NA (NA)
0186_75126		C18H17ClN2O2S	11.678333333333336	C1[C@H]2C[C@@H]([C@@H]1CN2C(=O)C3=CC=CC=C3Cl)NC(=O)C4=CC=CS4	InChI=1S/C18H17ClN2O2S/c19-14-5-2-1-4-13(14)18(23)21-10-11-8-12(21)9-15(11)20-17(22)16-6-3-7-24-16/h1-7,11-12,15H,8-10H2,(H,20,22)/t11-,12-,15-/m0/s1	XJXUBEAYXLVLFR-HUBLWGQQSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	N-benzoylpiperidines (CHEMONTID:0002621)	NA (NA)
0186_75127		C21H24N2O4S	12.74	CCOC1=CC=C(C=C1)C(=O)N2C[C@@H]3C[C@H]2C[C@@H]3NS(=O)(=O)C4=CC=CC=C4	InChI=1S/C21H24N2O4S/c1-2-27-18-10-8-15(9-11-18)21(24)23-14-16-12-17(23)13-20(16)22-28(25,26)19-6-4-3-5-7-19/h3-11,16-17,20,22H,2,12-14H2,1H3/t16-,17-,20-/m0/s1	IGHGRCXMODWTEM-ZWOKBUDYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	N-benzoylpiperidines (CHEMONTID:0002621)	NA (NA)
0186_75128		C21H24N2O4S	12.74	CC1=CC=C(C=C1)OCC(=O)N2C[C@@H]3C[C@H]2C[C@@H]3NS(=O)(=O)C4=CC=CC=C4	InChI=1S/C21H24N2O4S/c1-15-7-9-18(10-8-15)27-14-21(24)23-13-16-11-17(23)12-20(16)22-28(25,26)19-5-3-2-4-6-19/h2-10,16-17,20,22H,11-14H2,1H3/t16-,17-,20-/m0/s1	HZYZKISRHBISOW-ZWOKBUDYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_75129		C22H25N3O2	12.335	C1[C@@H]2C[C@H]([C@H]1NC(=O)C3=CC=CC=C3)N(C2)C(=O)NCCC4=CC=CC=C4	InChI=1S/C22H25N3O2/c26-21(18-9-5-2-6-10-18)24-19-13-17-14-20(19)25(15-17)22(27)23-12-11-16-7-3-1-4-8-16/h1-10,17,19-20H,11-15H2,(H,23,27)(H,24,26)/t17-,19+,20-/m1/s1	DCDJTSCYGQAHNU-YZGWKJHDSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzoic acids and derivatives (CHEMONTID:0000176)	Benzamides (CHEMONTID:0000178)	NA (NA)
0186_75130		C18H19N3O3S	10.506666666666666	C1[C@H]2C[C@@H]([C@@H]1CN2C(=O)C3=CC=CC=C3)NS(=O)(=O)C4=CN=CC=C4	InChI=1S/C18H19N3O3S/c22-18(13-5-2-1-3-6-13)21-12-14-9-15(21)10-17(14)20-25(23,24)16-7-4-8-19-11-16/h1-8,11,14-15,17,20H,9-10,12H2/t14-,15-,17-/m0/s1	OQRLLGSQZHNROL-ZOBUZTSGSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	N-benzoylpiperidines (CHEMONTID:0002621)	NA (NA)
0186_75132		C20H20FN3O2	10.151666666666667	CC1=C(C=C(C=C1)C(=O)N2C[C@@H]3C[C@@H]([C@H]2C3)NC(=O)C4=CN=CC=C4)F	InChI=1S/C20H20FN3O2/c1-12-4-5-14(9-16(12)21)20(26)24-11-13-7-17(18(24)8-13)23-19(25)15-3-2-6-22-10-15/h2-6,9-10,13,17-18H,7-8,11H2,1H3,(H,23,25)/t13-,17+,18-/m1/s1	XTNFCOOVKVYIAB-JEBQAFNWSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	N-benzoylpiperidines (CHEMONTID:0002621)	NA (NA)
0186_75134		C21H24N2O3S	12.131666666666666	COC1=CC=CC(=C1)CCC(=O)N2C[C@@H]3C[C@@H]([C@H]2C3)NC(=O)C4=CC=CS4	InChI=1S/C21H24N2O3S/c1-26-16-5-2-4-14(10-16)7-8-20(24)23-13-15-11-17(18(23)12-15)22-21(25)19-6-3-9-27-19/h2-6,9-10,15,17-18H,7-8,11-13H2,1H3,(H,22,25)/t15-,17+,18-/m1/s1	YVMQAHRNHJBDCT-BPQIPLTHSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	NA (NA)	NA (NA)
