id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_05249		C16H22FNO2S	18.926666666666662	C[C@@]12CC[C@@H](C1)C([C@@H]2NS(=O)(=O)C3=CC=C(C=C3)F)(C)C	InChI=1S/C16H22FNO2S/c1-15(2)11-8-9-16(3,10-11)14(15)18-21(19,20)13-6-4-12(17)5-7-13/h4-7,11,14,18H,8-10H2,1-3H3/t11-,14-,16+/m0/s1	PBMVETGVYGTZMP-HZUKXOBISA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Prenol lipids (CHEMONTID:0000259)	Monoterpenoids (CHEMONTID:0001549)	Bicyclic monoterpenoids (CHEMONTID:0001564)	NA (NA)
0186_05263		C19H17N3O2S	13.728333333333332	C1=CC=C(C=C1)/C=C/CSC2=NN=C(O2)CNC(=O)C3=CC=CC=C3	InChI=1S/C19H17N3O2S/c23-18(16-11-5-2-6-12-16)20-14-17-21-22-19(24-17)25-13-7-10-15-8-3-1-4-9-15/h1-12H,13-14H2,(H,20,23)/b10-7+	GDZDYPGCVSQQQB-JXMROGBWSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzoic acids and derivatives (CHEMONTID:0000176)	Benzamides (CHEMONTID:0000178)	NA (NA)
0186_05266		C18H14FN3O3S	11.003333333333334	C1=CC=C(C(=C1)/C=C\2/C(=O)N=C(S2)N)OCC(=O)NC3=CC=C(C=C3)F	InChI=1S/C18H14FN3O3S/c19-12-5-7-13(8-6-12)21-16(23)10-25-14-4-2-1-3-11(14)9-15-17(24)22-18(20)26-15/h1-9H,10H2,(H,21,23)(H2,20,22,24)/b15-9-	LRGGLIAQKOGIMV-DHDCSXOGSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Anilides (CHEMONTID:0000285)	NA (NA)	NA (NA)
0186_05309		C15H12O2	15.378333333333334	C1=CC=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)O	InChI=1S/C15H12O2/c16-15(17)14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-11H,(H,16,17)/b14-11+	BIDDLDNGQCUOJQ-SDNWHVSQSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Stilbenes (CHEMONTID:0000253)	NA (NA)	NA (NA)	NA (NA)
0186_05310		C17H17NO	15.213333333333331	CC1=CC(=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2)C	InChI=1S/C17H17NO/c1-13-8-10-16(14(2)12-13)18-17(19)11-9-15-6-4-3-5-7-15/h3-12H,1-2H3,(H,18,19)/b11-9+	LBOGMVZLOOVSQX-PKNBQFBNSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Cinnamic acids and derivatives (CHEMONTID:0000476)	Cinnamic acid amides (CHEMONTID:0002810)	NA (NA)	NA (NA)
0186_05425		C15H20O3	14.973333333333333	C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C	InChI=1S/C15H20O3/c1-9-5-4-8-15(3)13(18-15)12-11(7-6-9)10(2)14(16)17-12/h5,11-13H,2,4,6-8H2,1,3H3/b9-5+/t11-,12-,13+,15+/m0/s1	KTEXNACQROZXEV-PVLRGYAZSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Prenol lipids (CHEMONTID:0000259)	Terpene lactones (CHEMONTID:0001283)	Sesquiterpene lactones (CHEMONTID:0001543)	Germacranolides and derivatives (CHEMONTID:0001771)
0186_05752		C20H18N4OS	15.166666666666666	COC1=CC=C(C=C1)/C=C/C2=NN3C(=NN=C3S2)CCC4=CC=CC=C4	InChI=1S/C20H18N4OS/c1-25-17-11-7-16(8-12-17)10-14-19-23-24-18(21-22-20(24)26-19)13-9-15-5-3-2-4-6-15/h2-8,10-12,14H,9,13H2,1H3/b14-10+	JROKYTLQQQJYMW-GXDHUFHOSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Phenol ethers (CHEMONTID:0002341)	Anisoles (CHEMONTID:0000138)	NA (NA)	NA (NA)
0186_05760		C37H42N2O6	10.648333333333332	CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)OC)OC	InChI=1S/C37H42N2O6/c1-38-15-13-26-20-36(43-4)37(44-5)22-29(26)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-28-21-33(41)34(42-3)19-25(28)12-14-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3/t30-,31-/m1/s1	BURJAQFYNVMZDV-FIRIVFDPSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Isoquinolines and derivatives (CHEMONTID:0002566)	Benzylisoquinolines (CHEMONTID:0000054)	NA (NA)	NA (NA)
0186_05761		C14H22N4	1.585	CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N	InChI=1S/C14H22N4/c1-2-5-18-6-3-4-10-7-12-11(8-13(10)18)9-16-14(15)17-12/h9-10,13H,2-8H2,1H3,(H2,15,16,17)/t10-,13-/m1/s1	TUFADSGTJUOBEH-ZWNOBZJWSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Benzodiazines (CHEMONTID:0004789)	Quinazolines (CHEMONTID:0000485)	NA (NA)
0186_05763		C22H26N2O4	12.89	CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2	InChI=1S/C22H26N2O4/c1-16(2)20(24-22(27)28-15-18-11-7-4-8-12-18)21(26)23-19(14-25)13-17-9-5-3-6-10-17/h3-12,14,16,19-20H,13,15H2,1-2H3,(H,23,26)(H,24,27)/t19-,20-/m0/s1	NGBKFLTYGSREKK-PMACEKPBSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
