id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0153_00001	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	0.96		missing SMILES		
0153_00002	10-HYDROXYDECANOATE	C10H20O3	19.98		missing SMILES		
0153_00003	1-HYDROXY-2-NAPHTHOATE	C11H8O3	22.38		missing SMILES		
0153_00004	2-AMINOETHYL DIHYDROGEN PHOSPHATE	C2H8NO4P	0.98		missing SMILES		
0153_00007	3-(2-HYDROXYPHENYL)PROPANOATE	C9H10O3	14.91		missing SMILES		
0153_00010	4-ACETAMIDOBUTANOATE	C6H11NO3	4.29		missing SMILES		
0153_00011	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	11.42		missing SMILES		
0153_00012	4-PYRIDOXATE	C8H9NO4	5.2		missing SMILES		
0153_00014	6-CARBOXYHEXANOATE	C7H12O4	12.41		missing SMILES		
0153_00015	ADENINE	C5H5N5	1.06		missing SMILES		
0153_00017	ANILINE-2-SULFONIC ACID	C6H7NO3S	2.52		missing SMILES		
0153_00018	AZELAIC ACID	C9H16O4	17.58		missing SMILES		
0153_00022	CITRAMALATE	C5H8O5	2.74		missing SMILES		
0153_00026	DETHIOBIOTIN	C10H18N2O3	14.87		missing SMILES		
0153_00030	FORMYL-L-METHIONYL PEPTIDE	C6H11NO3S	8.39		missing SMILES		
0153_00032	GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL	C7H17O7P	7.06		missing SMILES		
0153_00036	HOMOCYSTINE	C8H16N2O4S2	1.08		missing SMILES		
0153_00037	INDOXYL SULFATE	C8H7NO4S	8.56		missing SMILES		
0153_00039	INOSINE 5'-MONOPHOSPHATE	C25H53N4O8PSi5	1.08		missing SMILES		
0153_00044	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5	14.22		missing SMILES		
0153_00045	N-ACETYL-DL-METHIONINE	C7H13NO3S	9.66		missing SMILES		
0153_00050	N-FORMYLGLYCINE	C3H5NO3	1.1		missing SMILES		
0153_00052	PTERIN	C6H5N5O	3.65		missing SMILES		
0153_00053	PURINE	C5H4N4	3.08		missing SMILES		
0153_00055	RIBOFLAVIN	C17H20N4O6	14.03		missing SMILES		
0153_00057	SUBERIC ACID	C8H14O4	15.23		missing SMILES		
0153_00058	TAURINE	C2H7NO3S	0.98		missing SMILES		
0153_00060	URATE	C5H4N4O3	1.12		missing SMILES		
0153_00061	URIDINE-5-MONOPHOSPHATE	C9H13N2O9P	1.08		missing SMILES		
0153_00062	XANTHINE	C5H4N4O2	2.82		missing SMILES		
0153_00064	XANTHURENIC ACID	C10H7NO4	11.18		missing SMILES		
