id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0054_00001	(DL)-p-hydroxyphenyllactic acid	C9H10O4	1.54435		missing SMILES		
0054_00002	(R)-2-hydroxybutyric acid	C4H8O3	1.3994		missing SMILES		
0054_00004	2-Hydroxy-2-methylbutyric acid	C5H10O3	1.625783333		missing SMILES		
0054_00006	2-methylacetoacetic acid	C5H8O3	1.61285		missing SMILES		
0054_00007	2-Oxo-3-methylpentanoic acid	C6H10O3	1.864616667		missing SMILES		
0054_00008	2-Oxo-4-methylpentanoic acid	C6H10O3	1.990483333		missing SMILES		
0054_00009	2-Oxovaleric acid	C5H8O3	1.619033333		missing SMILES		
0054_00011	3-Hydroxy-2-methylbutyric acid	C5H10O3	1.510833333		missing SMILES		
0054_00012	3-hydroxy-3-methyl butanoic acid	C5H10O3	1.441		missing SMILES		
0054_00013	3,4-dihydroxyhydrocinnamic acid	C9H10O4	1.685716667		missing SMILES		
0054_00014	3,4-dihydroxyphenyl glycol	C8H10O4	1.015416667		missing SMILES		
0054_00015	4-Aminophenyl hydrogen sulfate	C6H7NO4S	0.641		missing SMILES		
0054_00016	alpha-hydroxyisobutyric acid	C4H8O3	1.39605		missing SMILES		
0054_00017	Alpha-ketoisovaleric acid	C5H8O3	1.446416667		missing SMILES		
0054_00018	Azelaoyl PAF 10 ug/ml	C33H66NO9P	4.856216667		missing SMILES		
0054_00019	beta-hydroxyisobutyric acid	C4H8O3	1.39625		missing SMILES		
0054_00020	Cafestol (10x dilute)	C20H28O3	3.188416667		missing SMILES		
0054_00022	Cyclic(pro-val)	C10H16N2O2	1.735783333		missing SMILES		
0054_00023	dl methine sulfoxide	C5H11NO3S	0.595691667		missing SMILES		
0054_00024	gamma-hydroxybutyric acid	C4H8O3	1.072966667		missing SMILES		
0054_00031	POV-PC 10 ug/ml	C29H56NO9P	4.658433333		missing SMILES		
0054_00032	propionylcarnitine chloride	C10H19NO4	1.352083333		missing SMILES		
0054_00033	Thiamine monophosphate Cloride dihydrat	C12H17N4O4PS	0.595133333		missing SMILES		
0054_00034	Cyclic(ala-ile)	C9H16N2O2	1.79755		missing SMILES		
0054_00035	Cyclic(ala-leu)	C9H16N2O2	1.8597		missing SMILES		
0054_00036	Cyclic(glu-leu)	C8H14N2O2	1.751366667		missing SMILES		
0054_00037	Cyclic(ile-val)	C11H20N2O2	2.31205		missing SMILES		
0054_00038	levulinic acid	C5H8O3	1.391133333		missing SMILES		
0054_00039	pglu-val	C10H16N2O4	1.5743		missing SMILES		
0054_00041	5-methoxysalicylic acid	C8H8O4	2.413183333		missing SMILES		
0054_00042	beta-hydroxybutyric acid	C4H8O3	1.780333333		missing SMILES		
0054_00043	glutamic acid	C5H9NO4	0.577266667		missing SMILES		
0054_00044	asp-ile	C10H18N2O5	0.599966667		missing SMILES		
0054_00045	asp-leu	C10H18N2O5	0.600266667		missing SMILES		
0054_00048	Cyclic(asp-glu)	C9H12N2O6	0.88355		missing SMILES		
0054_00049	Cyclic(asp-ile)	C10H16N2O4	1.650683333		missing SMILES		
0054_00050	Cyclic(asp-leu)	C10H16N2O4	1.675366667		missing SMILES		
0054_00051	Cyclic(glu-ile)	C11H18N2O4	1.713083333		missing SMILES		
0054_00052	Cyclic(glu-val)	C10H16N2O4	1.498383333		missing SMILES		
0054_00053	Cyclic(phe-val)	C14H18N2O2	2.387666667		missing SMILES		
0054_00055	ile-asp	C10H18N2O5	0.599966667		missing SMILES		
0054_00058	pglu-asp	C9H12N2O6	0.599883333		missing SMILES		
0054_00059	pglu-ile	C11H18N2O4	1.82585		missing SMILES		
0054_00062	pyrraline	C12H18N2O4	1.42835		missing SMILES		
0054_00067	Nicotinuric acid	C8H8N2O3	1.346		missing SMILES		
0054_00070	Valine	C5H11NO2	0.797933333		missing SMILES		
0054_00071	Cyclic(glu-pro)	C10H14N2O4	1.428166667		missing SMILES		
0054_00072	pro-thr	C9H16N2O4	0.600066667		missing SMILES		
