id	name	formula	rt	smiles.std	status
0334_00037	Acetyl-DL-carnitine hydrochloride	C9H17NO4	0.931		'PUGREST.BadRequest: error: '
0334_00064	Decanoyl-L-carnitine	C17H33NO4	5.375		'PUGREST.BadRequest: error: '
0334_00085	Propionyl-L-carnitine	C10H19NO4	2.298		'PUGREST.BadRequest: error: '
0334_00091	3-Methylglutarylcarnitine	C13H23NO6	2.848		'PUGREST.BadRequest: error: '
0334_00095	Stearoyl-L-carnitine	C25H49NO4	6.355		'PUGREST.BadRequest: error: '
0334_00142	17-Octadecynoic acid	C18H32O2	6.563		'PUGREST.BadRequest: error: '
0334_00159	9-Decenoic acid	C10H18O2	5.885		'PUGREST.BadRequest: error: '
0334_00175	Palmitic acid	C16H32O2	6.68		'PUGREST.BadRequest: error: '
0334_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.751		'PUGREST.BadRequest: error: '
0334_00196	GUANOSINE	C10H13N5O5	1.608		'PUGREST.BadRequest: error: '
0334_00197	THYMIDINE	C10H14N2O5	2.577		'PUGREST.BadRequest: error: '
0334_00200	NICOTINAMIDE MONONUCLEOTIDE	C11H15N2O8P	0.751		'PUGREST.BadRequest: error: '
0334_00201	METHYLTHIOADENOSINE	C11H15N5O3S	3.519		'PUGREST.BadRequest: error: '
0334_00202	N-ACETYLNEURAMINATE	C11H19NO9	0.602		'PUGREST.BadRequest: error: '
0334_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3	4.458		'PUGREST.BadRequest: error: '
0334_00204	FOLATE	C19H19N7O6	4.103		'PUGREST.BadRequest: error: '
0334_00217	GUANIDINOACETATE	C3H7N3O2	0.584		'PUGREST.BadRequest: error: '
0334_00226	URACIL	C4H4N2O2	0.857		'PUGREST.BadRequest: error: '
0334_00227	CYTOSINE	C4H5N3O	0.608		'PUGREST.BadRequest: error: '
0334_00228	DIHYDROURACIL	C4H6N2O2	1.003		'PUGREST.BadRequest: error: '
0334_00231	MALATE	C4H6O5	0.817		'PUGREST.BadRequest: error: '
0334_00232	MALATE	C4H6O5	0.817		'PUGREST.BadRequest: error: '
0334_00234	CREATININE	C4H7N3O	0.656		'PUGREST.BadRequest: error: '
0334_00238	CREATINE	C4H9N3O2	0.633		'PUGREST.BadRequest: error: '
0334_00243	GLUTAMINE	C5H10N2O3	0.575		'PUGREST.BadRequest: error: '
0334_00246	METHIONINE	C5H11NO2S	0.81		'PUGREST.BadRequest: error: '
0334_00248	PURINE	C5H4N4	1.818		'PUGREST.BadRequest: error: '
0334_00249	HYPOXANTHINE	C5H4N4O	1.699		'PUGREST.BadRequest: error: '
0334_00250	XANTHINE	C5H4N4O2	1.214		'PUGREST.BadRequest: error: '
0334_00251	URATE	C5H4N4O3	0.872		'PUGREST.BadRequest: error: '
0334_00252	ADENINE	C5H5N5	3.519		'PUGREST.BadRequest: error: '
0334_00253	GUANINE	C5H5N5O	1.611		'PUGREST.BadRequest: error: '
0334_00255	DIHYDROOROTATE	C5H6N2O4	0.774		'PUGREST.BadRequest: error: '
0334_00256	PROLINE	C5H9NO2	0.635		'PUGREST.BadRequest: error: '
0334_00259	PIPECOLATE	C6H11NO2	0.845		'PUGREST.BadRequest: error: '
0334_00260	CYSTINE	C6H12N2O4S2	0.559		'PUGREST.BadRequest: error: '
0334_00262	CITRULLINE	C6H13N3O3	0.593		'PUGREST.BadRequest: error: '
0334_00267	NICOTINATE	C6H5NO2	1.184		'PUGREST.BadRequest: error: '
0334_00268	NICOTINAMIDE	C6H6N2O	1.275		'PUGREST.BadRequest: error: '
0334_00279	PHENYLALANINE	C9H11NO2	2.087		'PUGREST.BadRequest: error: '
0334_00280	TYROSINE	C9H11NO3	0.887		'PUGREST.BadRequest: error: '
0334_00281	L-DOPA	C9H11NO4	0.76		'PUGREST.BadRequest: error: '
0334_00284	CYTIDINE	C9H13N3O5	0.644		'PUGREST.BadRequest: error: '
0334_00285	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P	0.742		'PUGREST.BadRequest: error: '
0334_00286	CARNOSINE	C9H14N4O3	0.568		'PUGREST.BadRequest: error: '
