id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_11071		C22H35F2N3O2S	13.126666666666669	CCCN(C)C[C@@H]1CC(CN1C2CCN(CC2)S(=O)(=O)C3=C(C=C(C=C3)C)C)(F)F	InChI=1S/C22H35F2N3O2S/c1-5-10-25(4)15-20-14-22(23,24)16-27(20)19-8-11-26(12-9-19)30(28,29)21-7-6-17(2)13-18(21)3/h6-7,13,19-20H,5,8-12,14-16H2,1-4H3/t20-/m0/s1	BEPWNAHRKUVBDR-FQEVSTJZSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_11080		C19H19F2NO2S	19.19	C1CC2=C(C1)C=C(C=C2)OC[C@@H]3CC(CN3C(=O)C4=CSC=C4)(F)F	InChI=1S/C19H19F2NO2S/c20-19(21)9-16(22(12-19)18(23)15-6-7-25-11-15)10-24-17-5-4-13-2-1-3-14(13)8-17/h4-8,11,16H,1-3,9-10,12H2/t16-/m0/s1	SJQFDZFRSHNYNM-INIZCTEOSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Indanes (CHEMONTID:0000027)	NA (NA)	NA (NA)	NA (NA)
0186_11085		C19H22F2N2O2	10.945	CCOC1=CC=CC=C1CN2CC(C[C@H]2COC3=CC=NC=C3)(F)F	InChI=1S/C19H22F2N2O2/c1-2-24-18-6-4-3-5-15(18)12-23-14-19(20,21)11-16(23)13-25-17-7-9-22-10-8-17/h3-10,16H,2,11-14H2,1H3/t16-/m0/s1	AAYBVIGBUIYYLT-INIZCTEOSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylmethylamines (CHEMONTID:0000185)	NA (NA)	NA (NA)
0186_11090		C15H13ClF2N2O2S	12.18	C1[C@H](N(CC1(F)F)C(=O)C2=CC=C(S2)Cl)COC3=CN=CC=C3	InChI=1S/C15H13ClF2N2O2S/c16-13-4-3-12(23-13)14(21)20-9-15(17,18)6-10(20)8-22-11-2-1-5-19-7-11/h1-5,7,10H,6,8-9H2/t10-/m0/s1	ITQRFQUWAJYQMQ-JTQLQIEISA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Thiophenes (CHEMONTID:0000097)	Thiophene carboxylic acids and derivatives (CHEMONTID:0002017)	Thiophene carboxamides (CHEMONTID:0002018)	NA (NA)
0186_11096		C21H27F2N3OS	9.783333333333331	CC1=CC=C(S1)CN2CCC(CC2)N3CC(C[C@H]3COC4=CN=CC=C4)(F)F	InChI=1S/C21H27F2N3OS/c1-16-4-5-20(28-16)13-25-9-6-17(7-10-25)26-15-21(22,23)11-18(26)14-27-19-3-2-8-24-12-19/h2-5,8,12,17-18H,6-7,9-11,13-15H2,1H3/t18-/m0/s1	ISNLMGKFPYHHFO-SFHVURJKSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Ethers (CHEMONTID:0000254)	Alkyl aryl ethers (CHEMONTID:0000128)	NA (NA)
0186_11104		C19H21F2N3O4	11.965	C1CCN(C1)C(=O)[C@@H]2CC(CN2C(=O)CCN3C4=CC=CC=C4OC3=O)(F)F	InChI=1S/C19H21F2N3O4/c20-19(21)11-14(17(26)22-8-3-4-9-22)24(12-19)16(25)7-10-23-13-5-1-2-6-15(13)28-18(23)27/h1-2,5-6,14H,3-4,7-12H2/t14-/m0/s1	DSWUVVRJTNXYEU-AWEZNQCLSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_11132		C21H27N3O3S	10.203333333333337	CO[C@H]1CN([C@H]1C2=CC=NC=C2)C3CCN(CC3)S(=O)(=O)CC4=CC=CC=C4	InChI=1S/C21H27N3O3S/c1-27-20-15-24(21(20)18-7-11-22-12-8-18)19-9-13-23(14-10-19)28(25,26)16-17-5-3-2-4-6-17/h2-8,11-12,19-21H,9-10,13-16H2,1H3/t20-,21-/m0/s1	VPPJBAOGUVQYTO-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Amines (CHEMONTID:0002449)	Aralkylamines (CHEMONTID:0003899)	NA (NA)
0186_11134		C14H16N4O3	1.461666666666667	C1[C@H]([C@@H](CN1C2=NC=NC=C2)NC(=O)C3=COC=C3)CO	InChI=1S/C14H16N4O3/c19-7-11-5-18(13-1-3-15-9-16-13)6-12(11)17-14(20)10-2-4-21-8-10/h1-4,8-9,11-12,19H,5-7H2,(H,17,20)/t11-,12+/m0/s1	BVZOYKXNJYYLGZ-NWDGAFQWSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Amines (CHEMONTID:0002449)	Tertiary amines (CHEMONTID:0002452)	Tertiary alkylarylamines (CHEMONTID:0002454)
0186_11141		C21H25F2N3O	1.5366666666666666	CO[C@H]1CN([C@H]1C2=CN=CC=C2)C3CCN(CC3)CC4=C(C=C(C=C4)F)F	InChI=1S/C21H25F2N3O/c1-27-20-14-26(21(20)15-3-2-8-24-12-15)18-6-9-25(10-7-18)13-16-4-5-17(22)11-19(16)23/h2-5,8,11-12,18,20-21H,6-7,9-10,13-14H2,1H3/t20-,21-/m0/s1	VUOREXFMMWPMFR-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Benzylpiperidines (CHEMONTID:0003087)	N-benzylpiperidines (CHEMONTID:0002622)	NA (NA)
0186_11144		C13H19N3O3	1.385	CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC(=O)NC=C2	InChI=1S/C13H19N3O3/c1-15(2)11-7-16(6-10(11)8-17)13(19)9-3-4-14-12(18)5-9/h3-5,10-11,17H,6-8H2,1-2H3,(H,14,18)/t10-,11+/m0/s1	ZAPWWUOYCMIEIA-WDEREUQCSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	Pyridinecarboxylic acids and derivatives (CHEMONTID:0001322)	NA (NA)	NA (NA)
