id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0230_00001	(-)-alpha-Pinene		0.438		'PUGREST.BadRequest: error: '		
0230_00002	(-)-Citronellal		0.405		'PUGREST.BadRequest: error: '		
0230_00003	(-)-Epicatechin		0.824		'PUGREST.BadRequest: error: '		
0230_00004	(+)-4-Cholesten-3-one		0.407		'PUGREST.BadRequest: error: '		
0230_00005	(+)-Catechin		0.788		'PUGREST.BadRequest: error: '		
0230_00006	(+)-Nootkatone		0.417		'PUGREST.BadRequest: error: '		
0230_00007	(+)-Pantothenic acid		2.166		'PUGREST.BadRequest: error: '		
0230_00008	(+/-)-Propranolol		1.212		'PUGREST.BadRequest: error: '		
0230_00009	(S)-(+)-4-Amino-3-hydroxybutyric acid		6.501		'PUGREST.BadRequest: error: '		
0230_00010	(S)-Cotinine		0.622		'PUGREST.BadRequest: error: '		
0230_00011	1,11-Undecanedicarboxylic acid		0.554		'PUGREST.BadRequest: error: '		
0230_00012	1,3,5-Trimethoxybenzene		0.423		'PUGREST.BadRequest: error: '		
0230_00013	1,7-dimethylxanthine		0.655		'PUGREST.BadRequest: error: '		
0230_00014	1-Aminoadamantane		2.361		'PUGREST.BadRequest: error: '		
0230_00015	1-Aminocyclopropanecarboxylic acid		6.033		'PUGREST.BadRequest: error: '		
0230_00016	1-Furfurylpyrrole		0.425		'PUGREST.BadRequest: error: '		
0230_00017	1-Methylnicotinamide		4.681		'PUGREST.BadRequest: error: '		
0230_00018	1-Methyluric acid		3.316		'PUGREST.BadRequest: error: '		
0230_00019	2',4'-Dihydroxyacetophenone		0.444		'PUGREST.BadRequest: error: '		
0230_00020	2,5-Dimethyl-2,3-dihydrofuran-3-one		0.451		'PUGREST.BadRequest: error: '		
0230_00021	2,6-Diaminopimelic Acid		8.064		'PUGREST.BadRequest: error: '		
0230_00022	2,6-Dimethoxybenzoic acid		0.628		'PUGREST.BadRequest: error: '		
0230_00023	2-[(4-Hydroxyphenyl)formamido]acetic acid		3.64		'PUGREST.BadRequest: error: '		
0230_00024	2-Acetylpyrazine		0.441		'PUGREST.BadRequest: error: '		
0230_00025	2-Amino-1-phenylethanol		2.919		'PUGREST.BadRequest: error: '		
0230_00026	2-Aminoisobutyric acid		5.89		'PUGREST.BadRequest: error: '		
0230_00027	2-Aminooctanoic acid		4.106		'PUGREST.BadRequest: error: '		
0230_00028	2'-Deoxyadenosine		1.394		'PUGREST.BadRequest: error: '		
0230_00029	2'-Deoxycytidine		3.508		'PUGREST.BadRequest: error: '		
0230_00030	2'-Deoxyguanosine		4.057		'PUGREST.BadRequest: error: '		
0230_00031	2'-Deoxyuridine		1.225		'PUGREST.BadRequest: error: '		
0230_00032	2-Ethyl-3-hydroxy-4H-pyran-4-one		0.586		'PUGREST.BadRequest: error: '		
0230_00033	2-Hydroxy Hippuric Acid		1.14		'PUGREST.BadRequest: error: '		
0230_00034	2-Methoxycinnamaldehyde		0.436		'PUGREST.BadRequest: error: '		
0230_00035	2-Methylbutyrylglycine		1.55		'PUGREST.BadRequest: error: '		
0230_00036	2-Methylhippuric acid		3.281		'PUGREST.BadRequest: error: '		
0230_00037	2-Picolinic acid		3.085		'PUGREST.BadRequest: error: '		
