id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_04477		C15H20N2O	1.4933333333333332	C1CCN2C[C@H]3C[C@@H]([C@@H]2C1)CN4C3=CC=CC4=O	InChI=1S/C15H20N2O/c18-15-6-3-5-14-11-8-12(10-17(14)15)13-4-1-2-7-16(13)9-11/h3,5-6,11-13H,1-2,4,7-10H2/t11-,12-,13+/m1/s1	FQEQMASDZFXSJI-UPJWGTAASA-N	Organic compounds (CHEMONTID:0000000)	Alkaloids and derivatives (CHEMONTID:0000279)	Lupin alkaloids (CHEMONTID:0002719)	Anagyrine-type alkaloids (CHEMONTID:0002723)	NA (NA)	NA (NA)
0186_04478		C15H26N2	1.45	C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4	InChI=1S/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2/t12-,13-,14-,15+/m0/s1	SLRCCWJSBJZJBV-ZQDZILKHSA-N	Organic compounds (CHEMONTID:0000000)	Alkaloids and derivatives (CHEMONTID:0000279)	Lupin alkaloids (CHEMONTID:0002719)	Sparteine, lupanine, and related alkaloids (CHEMONTID:0001795)	NA (NA)	NA (NA)
0186_04503		C13H12N2OS	14.668333333333331	C/C(=C/C1=CC=CC=C1)/C=C/2\C(=O)NC(=S)N2	InChI=1S/C13H12N2OS/c1-9(7-10-5-3-2-4-6-10)8-11-12(16)15-13(17)14-11/h2-8H,1H3,(H2,14,15,16,17)/b9-7-,11-8+	OPQKJTOYYQZONP-BYSFRFKNSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_04629		C22H16ClN5O4	16.861666666666668	C1=CC(=CC=C1/C=C\2/C(=O)OC(=N2)C3=C(C=CC(=C3)[N+](=O)[O-])Cl)N(CCC#N)CCC#N	InChI=1S/C22H16ClN5O4/c23-19-8-7-17(28(30)31)14-18(19)21-26-20(22(29)32-21)13-15-3-5-16(6-4-15)27(11-1-9-24)12-2-10-25/h3-8,13-14H,1-2,11-12H2/b20-13-	QASRRVDNZSJTFB-MOSHPQCFSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_04630		C19H15NO	18.97	C1CC2=CC=C(C3=CC=CC1=C23)/C(=N\O)/C4=CC=CC=C4	InChI=1S/C19H15NO/c21-20-19(15-5-2-1-3-6-15)17-12-11-14-10-9-13-7-4-8-16(17)18(13)14/h1-8,11-12,21H,9-10H2/b20-19-	HAPFSTJNKFIFJF-VXPUYCOJSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Naphthalenes (CHEMONTID:0000023)	NA (NA)	NA (NA)	NA (NA)
0186_04632		C25H25N5O	12.568333333333332	C1CN(CCN1C2=CC=CC=N2)C3=NC=C4C(=N3)CC(CC4=O)/C=C/C5=CC=CC=C5	InChI=1S/C25H25N5O/c31-23-17-20(10-9-19-6-2-1-3-7-19)16-22-21(23)18-27-25(28-22)30-14-12-29(13-15-30)24-8-4-5-11-26-24/h1-11,18,20H,12-17H2/b10-9+	VRIPVTBAAHOYBI-MDZDMXLPSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Pyridinylpiperazines (CHEMONTID:0001976)	NA (NA)
0186_04643		C9H15N5O3	14.233333333333333	C[C@@H]([C@@H]([C@@H]1CNC2=C(N1)C(=O)N=C(N2)N)O)O	InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,4-,6-/m0/s1	FNKQXYHWGSIFBK-FKZODXBYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pteridines and derivatives (CHEMONTID:0000109)	Pterins and derivatives (CHEMONTID:0000110)	Biopterins and derivatives (CHEMONTID:0001651)	NA (NA)
0186_04644		C19H24N2O4	10.22	C[C@@H](CC1=CC=C(C=C1)C=O)NC[C@H](C2=CC(=C(C=C2)O)NCO)O	InChI=1S/C19H24N2O4/c1-13(8-14-2-4-15(11-22)5-3-14)20-10-19(25)16-6-7-18(24)17(9-16)21-12-23/h2-7,9,11,13,19-21,23-25H,8,10,12H2,1H3/t13-,19+/m0/s1	KQYRMZUHUNAFOD-ORAYPTAESA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenethylamines (CHEMONTID:0000186)	Amphetamines and derivatives (CHEMONTID:0000188)	NA (NA)
0186_04645		C18H28N2O3S	10.761666666666668	CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O	InChI=1S/C18H28N2O3S/c1-15-7-11-19(12-8-15)13-9-16-4-3-10-20(16)24(22,23)18-6-2-5-17(21)14-18/h2,5-6,14-16,21H,3-4,7-13H2,1H3/t16-/m1/s1	HWKROQUZSKPIKQ-MRXNPFEDSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_04646		C30H38FN3O2	12.923333333333334	CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F	InChI=1S/C30H38FN3O2/c1-20(2)24-18-23(31)17-22-12-13-30(19-25(22)24,36-29(35)21-10-11-21)14-16-34(3)15-6-9-28-32-26-7-4-5-8-27(26)33-28/h4-5,7-8,17-18,20-21H,6,9-16,19H2,1-3H3,(H,32,33)/t30-/m0/s1	SYLIICYFBKGBKE-PMERELPUSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Tetralins (CHEMONTID:0000048)	NA (NA)	NA (NA)	NA (NA)
