id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6	comment
0024_00028	HMDB0004149	C37H64N7O17P3S	8.187383333	CCCCCC/C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C37H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h9-10,24-26,30-32,36,47-48H,4-8,11-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/b10-9+	QBYOCCWNZAOZTL-MDZDMXLPSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	Long-chain fatty acyl CoAs (CHEMONTID:0001653)	
0024_00029	HMDB0006519	C39H62N7O17P3S	8.187383333	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b6-5-,9-8-,12-11-,15-14-/t28-,32?,33+,34+,38-/m1/s1	DDHCSALWDPRVCN-PIYOKYFNSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	Long-chain fatty acyl CoAs (CHEMONTID:0001653)	
0024_00030	HMDB0006532	C37H64N7O17P3S	8.187383333	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C37H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h9-10,24-26,30-32,36,47-48H,4-8,11-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/b10-9-/t26-,30-,31-,32+,36-/m1/s1	QBYOCCWNZAOZTL-MDMKAECGSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	Long-chain fatty acyl CoAs (CHEMONTID:0001653)	potential duplicate
0024_00031	HMDB0011115	C39H64N7O18P3S	8.187383333	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O	InChI=1S/C39H64N7O18P3S/c1-4-5-9-13-26-25(15-16-27(26)47)12-10-7-6-8-11-14-30(49)68-20-19-41-29(48)17-18-42-37(52)34(51)39(2,3)22-61-67(58,59)64-66(56,57)60-21-28-33(63-65(53,54)55)32(50)38(62-28)46-24-45-31-35(40)43-23-44-36(31)46/h5,9,23-26,28,32-34,38,50-51H,4,6-8,10-22H2,1-3H3,(H,41,48)(H,42,52)(H,56,57)(H,58,59)(H2,40,43,44)(H2,53,54,55)/b9-5-/t25-,26-,28+,32+,33+,34?,38+/m0/s1	JZIQDJLBFKTBAK-NGMBVTCHSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	2,3,4-saturated fatty acyl CoAs (CHEMONTID:0003208)	
0024_00032	HMDB0037338	C27H24O9	8.187383333	C1=CC2=C(C=C1/C=C/C=O)OC(C(O2)CO)C3=CC4=C(C=C3)OC(C(O4)CO)C5=CC(=C(C=C5)O)O	InChI=1S/C27H24O9/c28-9-1-2-15-3-7-20-22(10-15)36-27(24(13-29)33-20)17-5-8-21-23(12-17)34-25(14-30)26(35-21)16-4-6-18(31)19(32)11-16/h1-12,24-27,29-32H,13-14H2/b2-1+	VDIFGESBHJLSFS-OWOJBTEDSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Benzodioxanes (CHEMONTID:0002699)	Phenylbenzodioxanes (CHEMONTID:0002704)	Phenylbenzo-1,4-dioxanes (CHEMONTID:0002707)	NA (NA)	
0024_00033	HMDB0062258	C39H64N7O18P3S 4-	8.187383333	CCCCCC/C=C\CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	InChI=1S/C39H68N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-27(47)22-30(49)68-21-20-41-29(48)18-19-42-37(52)34(51)39(2,3)24-61-67(58,59)64-66(56,57)60-23-28-33(63-65(53,54)55)32(50)38(62-28)46-26-45-31-35(40)43-25-44-36(31)46/h9-10,25-28,32-34,38,47,50-51H,4-8,11-24H2,1-3H3,(H,41,48)(H,42,52)(H,56,57)(H,58,59)(H2,40,43,44)(H2,53,54,55)/p-4/b10-9-/t27-,28+,32+,33+,34-,38+/m0/s1	SCDXBWNPJAGEEK-KBOAXVDLSA-J	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	Long-chain fatty acyl CoAs (CHEMONTID:0001653)	
0024_00034	HMDB0062516	C37H64N7O17P3S	8.187383333	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C37H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h9-10,24-26,30-32,36,47-48H,4-8,11-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/b10-9-/t26-,30-,31-,32+,36-/m1/s1	QBYOCCWNZAOZTL-MDMKAECGSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acyl thioesters (CHEMONTID:0003327)	Acyl CoAs (CHEMONTID:0001090)	Long-chain fatty acyl CoAs (CHEMONTID:0001653)	potential duplicate
0024_00035	HMDB0005084	C25H39NO6S	8.1811	CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SCC(C(=O)O)NC(=O)C	InChI=1S/C25H39NO6S/c1-3-4-5-6-7-8-9-10-11-12-13-14-17-23(22(28)16-15-18-24(29)30)33-19-21(25(31)32)26-20(2)27/h7-8,10-14,17,21-23,28H,3-6,9,15-16,18-19H2,1-2H3,(H,26,27)(H,29,30)(H,31,32)/b8-7-,11-10-,13-12+,17-14+/t21?,22-,23+/m0/s1	BGGYAYMMFYBWEX-PJEAHERNSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Eicosanoids (CHEMONTID:0000513)	Leukotrienes (CHEMONTID:0000515)	NA (NA)	
0024_00036	HMDB0006969	C46H85N3O15P2	8.1811	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=CC(=NC2=O)N)O)O	InChI=1S/C46H85N3O15P2/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-42(51)62-38(35-59-41(50)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2)36-60-65(55,56)64-66(57,58)61-37-39-43(52)44(53)45(63-39)49-34-33-40(47)48-46(49)54/h33-34,38-39,43-45,52-53H,3-32,35-37H2,1-2H3,(H,55,56)(H,57,58)(H2,47,48,54)/t38-,39-,43+,44?,45-/m1/s1	YRTWPVQQBUGHEO-IOYUWRPMSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Glycerophospholipids (CHEMONTID:0000256)	CDP-glycerols (CHEMONTID:0001263)	CDP-diacylglycerols (CHEMONTID:0001256)	NA (NA)	
0024_00037	HMDB0006976	C50H81N3O15P2	8.1811	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	InChI=1S/C50H81N3O15P2/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-46(55)66-42(39-63-45(54)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2)40-64-69(59,60)68-70(61,62)65-41-43-47(56)48(57)49(67-43)53-38-37-44(51)52-50(53)58/h5,7,11,13,17-18,20-21,24,26,30,32,37-38,42-43,47-49,56-57H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-36,39-41H2,1-2H3,(H,59,60)(H,61,62)(H2,51,52,58)/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-/t42-,43-,47+,48?,49-/m1/s1	QWIISELVPLOLJW-DEEKOIRLSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Glycerophospholipids (CHEMONTID:0000256)	CDP-glycerols (CHEMONTID:0001263)	CDP-diacylglycerols (CHEMONTID:0001256)	NA (NA)	
