id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_14351		C25H31N5O4	11.64	C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5	InChI=1S/C25H31N5O4/c1-16-13-30(14-17(2)34-16)25-27-23-20(24(28-25)29-8-10-33-11-9-29)5-6-21(26-23)18-4-7-22(32-3)19(12-18)15-31/h4-7,12,16-17,31H,8-11,13-15H2,1-3H3/t16-,17+	RFSMUFRPPYDYRD-CALCHBBNSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	Phenylpyridines (CHEMONTID:0002317)	NA (NA)	NA (NA)
0186_14352		C23H24N4O	12.373333333333331	CN1C/C=C/CCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1	InChI=1S/C23H24N4O/c1-27-13-3-2-4-14-28-21-10-6-8-19(16-21)22-11-12-24-23(26-22)25-20-9-5-7-18(15-20)17-27/h2-3,5-12,15-16H,4,13-14,17H2,1H3,(H,24,25,26)/b3-2+	VXBAJLGYBMTJCY-NSCUHMNNSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Ethers (CHEMONTID:0000254)	Alkyl aryl ethers (CHEMONTID:0000128)	NA (NA)
0186_14353		C17H23NO	10.728333333333332	C[C@H]1C2CC3=C([C@@]1(CCN2CC=C)C)C=C(C=C3)O	InChI=1S/C17H23NO/c1-4-8-18-9-7-17(3)12(2)16(18)10-13-5-6-14(19)11-15(13)17/h4-6,11-12,16,19H,1,7-10H2,2-3H3/t12-,16?,17+/m0/s1	LGQCVMYAEFTEFN-QMEQOSATSA-N	Organic compounds (CHEMONTID:0000000)	Alkaloids and derivatives (CHEMONTID:0000279)	6,7-benzomorphans (CHEMONTID:0004131)	2,6-dimethyl-3-benzazocines (CHEMONTID:0004823)	NA (NA)	NA (NA)
0186_14354		C29H42N2O3	14.395	C[C@]12CCC3C(C1CC[C@@H]2NCCCCCCN4C(=O)CCC4=O)CCC5=C3C=CC(=C5)OC	InChI=1S/C29H42N2O3/c1-29-16-15-23-22-10-8-21(34-2)19-20(22)7-9-24(23)25(29)11-12-26(29)30-17-5-3-4-6-18-31-27(32)13-14-28(31)33/h8,10,19,23-26,30H,3-7,9,11-18H2,1-2H3/t23?,24?,25?,26-,29-/m0/s1	CJHWFIUASFBCKN-LDFSQWPGSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Steroids and steroid derivatives (CHEMONTID:0000258)	Azasteroids and derivatives (CHEMONTID:0002340)	NA (NA)	NA (NA)
0186_14358		C31H30N6O6S4	14.961666666666668	CN1C(=O)[C@@]23C[C@]4([C@@H](N2C(=O)[C@@]1(SS3)CO)NC5=CC=CC=C54)N6C=C(C7=CC=CC=C76)CC89C(=O)N([C@](C(=O)N8C)(SS9)CO)C	InChI=1S/C31H30N6O6S4/c1-33-25(42)30(15-38)34(2)23(40)28(33,44-46-30)12-17-13-36(21-11-7-4-8-18(17)21)27-14-29-24(41)35(3)31(16-39,47-45-29)26(43)37(29)22(27)32-20-10-6-5-9-19(20)27/h4-11,13,22,32,38-39H,12,14-16H2,1-3H3/t22-,27+,28?,29+,30+,31+/m1/s1	ZRZWBWPDBOVIGQ-ZVZGDCBQSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Indoles and derivatives (CHEMONTID:0000211)	Pyrroloindoles (CHEMONTID:0001733)	NA (NA)	NA (NA)
0186_14359		C27H30O14	11.181666666666668	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2[C@H]([C@@H]([C@@H]([C@@H](O2)COC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O	InChI=1S/C27H30O14/c1-10-20(31)22(33)24(35)26(38-10)41-27-25(36)23(34)21(32)18(40-27)9-37-13-6-14(29)19-15(30)8-16(39-17(19)7-13)11-2-4-12(28)5-3-11/h2-8,10,18,20-29,31-36H,9H2,1H3/t10-,18-,20-,21+,22+,23+,24+,25-,26-,27?/m0/s1	OSALJKGRZUMQLL-LNAFANPZSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Flavonoids (CHEMONTID:0000334)	Flavones (CHEMONTID:0001615)	NA (NA)	NA (NA)
0186_14360		C27H30O16	10.795	C1=C(C=C(C(=C1[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C3=CC(=O)C4=C(C=C(C=C4O3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O	InChI=1S/C27H30O16/c28-6-16-20(34)22(36)24(38)26(42-16)10-1-8(2-13(32)19(10)33)14-5-12(31)18-11(30)3-9(4-15(18)41-14)40-27-25(39)23(37)21(35)17(7-29)43-27/h1-5,16-17,20-30,32-39H,6-7H2/t16-,17-,20-,21-,22+,23+,24-,25-,26+,27-/m1/s1	JQFRAIFJNILXER-AZURIGLZSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Flavonoids (CHEMONTID:0000334)	Flavonoid glycosides (CHEMONTID:0001111)	Flavonoid O-glycosides (CHEMONTID:0001583)	Flavonoid-7-O-glycosides (CHEMONTID:0003533)
0186_14362		C19H26O3	13.941666666666666	C[C@]12CCC3C(C1CC[C@@H]2O)CCC4=CC(=C(C=C34)OC)O	InChI=1S/C19H26O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-16(20)17(22-2)10-14(11)12/h9-10,12-13,15,18,20-21H,3-8H2,1-2H3/t12?,13?,15?,18-,19-/m0/s1	CQOQDQWUFQDJMK-WRWXEFHESA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Steroids and steroid derivatives (CHEMONTID:0000258)	Estrane steroids (CHEMONTID:0001466)	Estrogens and derivatives (CHEMONTID:0003570)	NA (NA)
0186_14363		C17H19NO3	1.6983333333333337	COC1=C2C3=C(CC4[C@H]5C3(CCN4)[C@@H](O2)[C@H](C=C5)O)C=C1	InChI=1S/C17H19NO3/c1-20-13-5-2-9-8-11-10-3-4-12(19)16-17(10,6-7-18-11)14(9)15(13)21-16/h2-5,10-12,16,18-19H,6-8H2,1H3/t10-,11?,12-,16-,17?/m0/s1	HKOIXWVRNLGFOR-VHNMVRQWSA-N	Organic compounds (CHEMONTID:0000000)	Alkaloids and derivatives (CHEMONTID:0000279)	Morphinans (CHEMONTID:0000058)	NA (NA)	NA (NA)	NA (NA)
0186_14364		C15H14O5	13.483333333333333	COC1=CC(=O)O[C@@H](C1)/C=C/C2=CC3=C(C=C2)OCO3	InChI=1S/C15H14O5/c1-17-12-7-11(20-15(16)8-12)4-2-10-3-5-13-14(6-10)19-9-18-13/h2-6,8,11H,7,9H2,1H3/b4-2+/t11-/m1/s1	GTEXBOVBADJOQH-JRBALWBOSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Kavalactones (CHEMONTID:0001761)	NA (NA)	NA (NA)	NA (NA)
0186_14365		C19H26N6OS	11.771666666666668	CC(C)[C@H](CO)NC1=NC2=C(C(=N1)SC3=CC=CC(=C3)N)N=CN2C(C)C	InChI=1S/C19H26N6OS/c1-11(2)15(9-26)22-19-23-17-16(21-10-25(17)12(3)4)18(24-19)27-14-7-5-6-13(20)8-14/h5-8,10-12,15,26H,9,20H2,1-4H3,(H,22,23,24)/t15-/m0/s1	NLQYQPZBKDUXKS-HNNXBMFYSA-N	Organic compounds (CHEMONTID:0000000)	Organosulfur compounds (CHEMONTID:0000004)	Thioethers (CHEMONTID:0001202)	Aryl thioethers (CHEMONTID:0004631)	Diarylthioethers (CHEMONTID:0003864)	NA (NA)
0186_14366		C15H12O6	13.898333333333332	C1[C@@H](C(=O)C2=C(O1)C(=CC(=C2)O)O)C3=CC(=C(C=C3)O)O	InChI=1S/C15H12O6/c16-8-4-9-14(20)10(6-21-15(9)13(19)5-8)7-1-2-11(17)12(18)3-7/h1-5,10,16-19H,6H2/t10-/m1/s1	PTKYBKZGMPXIQK-SNVBAGLBSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Isoflavonoids (CHEMONTID:0002506)	Isoflavans (CHEMONTID:0001612)	Isoflavanones (CHEMONTID:0001827)	NA (NA)
0186_14367		C21H22O11	12.055	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O	InChI=1S/C21H22O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-5,14,16,18-25,27-29H,6-7H2/t14-,16-,18-,19+,20-,21-/m0/s1	RAFHNDRXYHOLSH-PRRLNRMFSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Flavonoids (CHEMONTID:0000334)	Flavonoid glycosides (CHEMONTID:0001111)	Flavonoid O-glycosides (CHEMONTID:0001583)	Flavonoid-7-O-glycosides (CHEMONTID:0003533)
