id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_27951		C22H27FN2O4S2	16.441666666666666	CC1=CC(=CC=C1)N2CCN(CC2)[C@H]3CS(=O)(=O)C[C@@H]3S(=O)(=O)C4=CC(=C(C=C4)F)C	InChI=1S/C22H27FN2O4S2/c1-16-4-3-5-18(12-16)24-8-10-25(11-9-24)21-14-30(26,27)15-22(21)31(28,29)19-6-7-20(23)17(2)13-19/h3-7,12-13,21-22H,8-11,14-15H2,1-2H3/t21-,22-/m0/s1	BQDOIXXJEMLJAC-VXKWHMMOSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_27953		C21H25FN2O4S2	16.563333333333333	CC1=CC=C(C=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCN(CC3)C4=CC=CC=C4F	InChI=1S/C21H25FN2O4S2/c1-16-6-8-17(9-7-16)30(27,28)21-15-29(25,26)14-20(21)24-12-10-23(11-13-24)19-5-3-2-4-18(19)22/h2-9,20-21H,10-15H2,1H3/t20-,21-/m0/s1	GDSLYQPQAUIWEH-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_27954		C21H25FN2O4S2	16.563333333333333	CC1=C(C=CC(=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCN(CC3)C4=CC=CC=C4)F	InChI=1S/C21H25FN2O4S2/c1-16-13-18(7-8-19(16)22)30(27,28)21-15-29(25,26)14-20(21)24-11-9-23(10-12-24)17-5-3-2-4-6-17/h2-8,13,20-21H,9-12,14-15H2,1H3/t20-,21-/m0/s1	FSBFRKADASYZNC-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_27956		C19H27NO7S2	14.291666666666666	CCOC1=CC=C(C=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCC(CC3)C(=O)OC	InChI=1S/C19H27NO7S2/c1-3-27-15-4-6-16(7-5-15)29(24,25)18-13-28(22,23)12-17(18)20-10-8-14(9-11-20)19(21)26-2/h4-7,14,17-18H,3,8-13H2,1-2H3/t17-,18-/m0/s1	QEBCMGUTPMTAJZ-ROUUACIJSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Piperidinecarboxylic acids and derivatives (CHEMONTID:0001974)	Piperidinecarboxylic acids (CHEMONTID:0002411)	NA (NA)
0186_27972		C22H28N2O4S2	17.73166666666667	CC1=C(C(=CC=C1)N2CCN(CC2)[C@H]3CS(=O)(=O)C[C@@H]3S(=O)(=O)C4=CC=CC=C4)C	InChI=1S/C22H28N2O4S2/c1-17-7-6-10-20(18(17)2)23-11-13-24(14-12-23)21-15-29(25,26)16-22(21)30(27,28)19-8-4-3-5-9-19/h3-10,21-22H,11-16H2,1-2H3/t21-,22-/m0/s1	VPLJKKDRZLNWKZ-VXKWHMMOSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_27973		C18H24FNO6S2	14.823333333333332	CCOC(=O)C1CCN(CC1)[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)C3=CC=C(C=C3)F	InChI=1S/C18H24FNO6S2/c1-2-26-18(21)13-7-9-20(10-8-13)16-11-27(22,23)12-17(16)28(24,25)15-5-3-14(19)4-6-15/h3-6,13,16-17H,2,7-12H2,1H3/t16-,17-/m0/s1	BFXAEPYKEQPDDO-IRXDYDNUSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Piperidinecarboxylic acids and derivatives (CHEMONTID:0001974)	Piperidinecarboxylic acids (CHEMONTID:0002411)	NA (NA)
0186_27974		C22H27FN2O5S2	14.403333333333334	CC1=C(C=CC(=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCN(CC3)C4=CC=CC=C4OC)F	InChI=1S/C22H27FN2O5S2/c1-16-13-17(7-8-18(16)23)32(28,29)22-15-31(26,27)14-20(22)25-11-9-24(10-12-25)19-5-3-4-6-21(19)30-2/h3-8,13,20,22H,9-12,14-15H2,1-2H3/t20-,22-/m0/s1	KWMDYMSFMSKNRF-UNMCSNQZSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_27976		C18H25NO6S2	13.768333333333334	CCOC(=O)C1CCN(CC1)[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)C3=CC=CC=C3	InChI=1S/C18H25NO6S2/c1-2-25-18(20)14-8-10-19(11-9-14)16-12-26(21,22)13-17(16)27(23,24)15-6-4-3-5-7-15/h3-7,14,16-17H,2,8-13H2,1H3/t16-,17-/m0/s1	ONFMSTAIYOHNTJ-IRXDYDNUSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Piperidinecarboxylic acids and derivatives (CHEMONTID:0001974)	Piperidinecarboxylic acids (CHEMONTID:0002411)	NA (NA)
0186_27977		C21H25FN2O4S2	10.783333333333331	C1CN(CCN1CC2=CC=CC=C2)[C@H]3CS(=O)(=O)C[C@@H]3S(=O)(=O)C4=CC=C(C=C4)F	InChI=1S/C21H25FN2O4S2/c22-18-6-8-19(9-7-18)30(27,28)21-16-29(25,26)15-20(21)24-12-10-23(11-13-24)14-17-4-2-1-3-5-17/h1-9,20-21H,10-16H2/t20-,21-/m0/s1	AGUVLISVKMVYPE-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonyl compounds (CHEMONTID:0004233)	NA (NA)	NA (NA)
0186_27978		C21H24F2N2O4S2	11.026666666666667	CC1=C(C=CC(=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCN(CC3)C4=CC=C(C=C4)F)F	InChI=1S/C21H24F2N2O4S2/c1-15-12-18(6-7-19(15)23)31(28,29)21-14-30(26,27)13-20(21)25-10-8-24(9-11-25)17-4-2-16(22)3-5-17/h2-7,12,20-21H,8-11,13-14H2,1H3/t20-,21-/m0/s1	LGIZRMQKINVDOU-SFTDATJTSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazinanes (CHEMONTID:0002389)	Piperazines (CHEMONTID:0000189)	Phenylpiperazines (CHEMONTID:0001984)	NA (NA)
0186_28017		C22H28N2O4S2	10.856666666666666	CC1=CC=C(C=C1)S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N3CCN(CC3)CC4=CC=CC=C4	InChI=1S/C22H28N2O4S2/c1-18-7-9-20(10-8-18)30(27,28)22-17-29(25,26)16-21(22)24-13-11-23(12-14-24)15-19-5-3-2-4-6-19/h2-10,21-22H,11-17H2,1H3/t21-,22-/m0/s1	HJXWRXLSJJIHFL-VXKWHMMOSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Toluenes (CHEMONTID:0001091)	Tosyl compounds (CHEMONTID:0003276)	NA (NA)
