id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_09593		C17H21BrFN3O2	12.548333333333334	C1CCN(CC1)C(=O)[C@@H]2C[C@@H](CN2C(=O)NC3=CC(=CC=C3)Br)F	InChI=1S/C17H21BrFN3O2/c18-12-5-4-6-14(9-12)20-17(24)22-11-13(19)10-15(22)16(23)21-7-2-1-3-8-21/h4-6,9,13,15H,1-3,7-8,10-11H2,(H,20,24)/t13-,15-/m0/s1	NUNWWVZAUBPGHO-ZFWWWQNUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09594		C17H22ClFN2O3S	13.765	CC1=C(C=C(C=C1)S(=O)(=O)N2C[C@H](C[C@H]2C(=O)N3CCCCC3)F)Cl	InChI=1S/C17H22ClFN2O3S/c1-12-5-6-14(10-15(12)18)25(23,24)21-11-13(19)9-16(21)17(22)20-7-3-2-4-8-20/h5-6,10,13,16H,2-4,7-9,11H2,1H3/t13-,16-/m0/s1	MZAYFAUSOYBKDL-BBRMVZONSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Toluenes (CHEMONTID:0001091)	Tosyl compounds (CHEMONTID:0003276)	P-toluenesulfonamides (CHEMONTID:0004517)
0186_09595		C16H20ClFN2O4S	12.708333333333334	CC1=C(C=CC(=C1)Cl)S(=O)(=O)N2C[C@@H](C[C@@H]2C(=O)N3CCOCC3)F	InChI=1S/C16H20ClFN2O4S/c1-11-8-12(17)2-3-15(11)25(22,23)20-10-13(18)9-14(20)16(21)19-4-6-24-7-5-19/h2-3,8,13-14H,4-7,9-10H2,1H3/t13-,14-/m1/s1	BSYCBFIPLWPGPP-ZIAGYGMSSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09596		C15H17ClF2N2O4S	12.18	C1COCCN1C(=O)[C@H]2C[C@H](CN2S(=O)(=O)C3=CC(=C(C=C3)F)Cl)F	InChI=1S/C15H17ClF2N2O4S/c16-12-8-11(1-2-13(12)18)25(22,23)20-9-10(17)7-14(20)15(21)19-3-5-24-6-4-19/h1-2,8,10,14H,3-7,9H2/t10-,14-/m1/s1	KUEOUZDRXBVRSW-QMTHXVAHSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09598		C25H37N3O3S	9.878333333333334	CC1=C(SC=C1)C(=O)N2C[C@@H]3CCCN4[C@@H]3[C@@H]([C@H]2CCCC(=O)N5CCOCC5)CCC4	InChI=1S/C25H37N3O3S/c1-18-9-16-32-24(18)25(30)28-17-19-5-3-10-27-11-4-6-20(23(19)27)21(28)7-2-8-22(29)26-12-14-31-15-13-26/h9,16,19-21,23H,2-8,10-15,17H2,1H3/t19-,20+,21+,23-/m0/s1	OFCZVZMEGIUWPQ-GNXKAVGDSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Naphthyridines (CHEMONTID:0001857)	NA (NA)	NA (NA)
0186_09599		C25H39N5O3	9.526666666666667	CCN1C(=CC=N1)C(=O)N2C[C@@H]3CCCN4[C@@H]3[C@@H]([C@H]2CCCC(=O)N5CCOCC5)CCC4	InChI=1S/C25H39N5O3/c1-2-30-22(10-11-26-30)25(32)29-18-19-6-4-12-28-13-5-7-20(24(19)28)21(29)8-3-9-23(31)27-14-16-33-17-15-27/h10-11,19-21,24H,2-9,12-18H2,1H3/t19-,20+,21+,24-/m0/s1	GHXZVQRQUMQWSO-BLRYILKCSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Naphthyridines (CHEMONTID:0001857)	NA (NA)	NA (NA)
0186_09613		C14H14ClFN2O2	10.525	CN1C(=O)[C@@H]2CN(C[C@@H]2C1=O)CC3=CC(=C(C=C3)Cl)F	InChI=1S/C14H14ClFN2O2/c1-17-13(19)9-6-18(7-10(9)14(17)20)5-8-2-3-11(15)12(16)4-8/h2-4,9-10H,5-7H2,1H3/t9-,10+	WLZSLNWGUARIAI-AOOOYVTPSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylmethylamines (CHEMONTID:0000185)	NA (NA)	NA (NA)
0186_09615		C16H21FN2O2S	10.956666666666669	C1CCN(CC1)C(=O)[C@@H]2C[C@@H](CN2C(=O)CC3=CSC=C3)F	InChI=1S/C16H21FN2O2S/c17-13-9-14(16(21)18-5-2-1-3-6-18)19(10-13)15(20)8-12-4-7-22-11-12/h4,7,11,13-14H,1-3,5-6,8-10H2/t13-,14-/m0/s1	CTJVGBBCUZFGNY-KBPBESRZSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09618		C26H35F2N3O3	10.086666666666668	C1C[C@H]2CN([C@@H]([C@@H]3[C@H]2N(C1)CCC3)CCCC(=O)N4CCOCC4)C(=O)C5=CC(=CC(=C5)F)F	InChI=1S/C26H35F2N3O3/c27-20-14-19(15-21(28)16-20)26(33)31-17-18-4-2-8-30-9-3-5-22(25(18)30)23(31)6-1-7-24(32)29-10-12-34-13-11-29/h14-16,18,22-23,25H,1-13,17H2/t18-,22+,23+,25-/m0/s1	FDVBCGGQWWLGJJ-HSEVWJGZSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	N-benzoylpiperidines (CHEMONTID:0002621)	NA (NA)
0186_09619		C25H39N5O3	9.67	CCN1C=CC(=N1)C(=O)N2C[C@@H]3CCCN4[C@@H]3[C@@H]([C@H]2CCCC(=O)N5CCOCC5)CCC4	InChI=1S/C25H39N5O3/c1-2-29-13-10-21(26-29)25(32)30-18-19-6-4-11-28-12-5-7-20(24(19)28)22(30)8-3-9-23(31)27-14-16-33-17-15-27/h10,13,19-20,22,24H,2-9,11-12,14-18H2,1H3/t19-,20+,22+,24-/m0/s1	CPDSTMOAKWXJGG-IKJKNFHUSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Naphthyridines (CHEMONTID:0001857)	NA (NA)	NA (NA)
