id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_08899		C24H23N3O3	10.816666666666666	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=CC4=C(C=C3)N=CC=C4)OC5=CC=CC=C5	InChI=1S/C24H23N3O3/c28-23(26-18-9-10-18)22-14-20(30-19-6-2-1-3-7-19)15-27(22)24(29)17-8-11-21-16(13-17)5-4-12-25-21/h1-8,11-13,18,20,22H,9-10,14-15H2,(H,26,28)/t20-,22-/m0/s1	HKQRSNPRQTVTND-UNMCSNQZSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08900		C22H37N3O3	11.046666666666663	CC(=O)N1CCC(CC1)CC(=O)N2CCCCCCN(C(=O)[C@H]3[C@@H]2CCC3)C	InChI=1S/C22H37N3O3/c1-17(26)24-14-10-18(11-15-24)16-21(27)25-13-6-4-3-5-12-23(2)22(28)19-8-7-9-20(19)25/h18-20H,3-16H2,1-2H3/t19-,20+/m1/s1	NZYBJBACBQVFDC-UXHICEINSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	NA (NA)	NA (NA)
0186_08901		C20H20N4O4S2	13.805	C1CC1NC(=O)[C@@H]2C[C@@H](CN2S(=O)(=O)C3=CC=CC4=NSN=C43)OC5=CC=CC=C5	InChI=1S/C20H20N4O4S2/c25-20(21-13-9-10-13)17-11-15(28-14-5-2-1-3-6-14)12-24(17)30(26,27)18-8-4-7-16-19(18)23-29-22-16/h1-8,13,15,17H,9-12H2,(H,21,25)/t15-,17-/m0/s1	LXRUTYNRQUPUFH-RDJZCZTQSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08903		C19H21N3O4	9.218333333333334	C1CCN(C1)C(=O)[C@@H]2C[C@@H](CN2C(=O)C3=COC=C3)OC4=CN=CC=C4	InChI=1S/C19H21N3O4/c23-18(14-5-9-25-13-14)22-12-16(26-15-4-3-6-20-11-15)10-17(22)19(24)21-7-1-2-8-21/h3-6,9,11,13,16-17H,1-2,7-8,10,12H2/t16-,17-/m0/s1	BSIRBAKRDZQZCH-IRXDYDNUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08904		C19H21N3O4	9.218333333333334	C1CCN(C1)C(=O)[C@@H]2C[C@@H](CN2C(=O)C3=CC=CO3)OC4=CN=CC=C4	InChI=1S/C19H21N3O4/c23-18(21-8-1-2-9-21)16-11-15(26-14-5-3-7-20-12-14)13-22(16)19(24)17-6-4-10-25-17/h3-7,10,12,15-16H,1-2,8-9,11,13H2/t15-,16-/m0/s1	NFWINHLKARIGQI-HOTGVXAUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08905		C18H19N5O3	8.773333333333333	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=NC=CN=C3)OC4=CN=CC=C4	InChI=1S/C18H19N5O3/c24-17(22-12-3-4-12)16-8-14(26-13-2-1-5-19-9-13)11-23(16)18(25)15-10-20-6-7-21-15/h1-2,5-7,9-10,12,14,16H,3-4,8,11H2,(H,22,24)/t14-,16-/m0/s1	NCFUGCIXIUYMEF-HOCLYGCPSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08906		C18H19N3O4	8.968333333333334	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=CC=CO3)OC4=CN=CC=C4	InChI=1S/C18H19N3O4/c22-17(20-12-5-6-12)15-9-14(25-13-3-1-7-19-10-13)11-21(15)18(23)16-4-2-8-24-16/h1-4,7-8,10,12,14-15H,5-6,9,11H2,(H,20,22)/t14-,15-/m0/s1	FUOHDXVJZKOYPU-GJZGRUSLSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08907		C17H18N2O4	11.1	CNC(=O)[C@@H]1C[C@@H](CN1C(=O)C2=COC=C2)OC3=CC=CC=C3	InChI=1S/C17H18N2O4/c1-18-16(20)15-9-14(23-13-5-3-2-4-6-13)10-19(15)17(21)12-7-8-22-11-12/h2-8,11,14-15H,9-10H2,1H3,(H,18,20)/t14-,15-/m0/s1	PPOGQNISCFGYRN-GJZGRUSLSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08910		C17H18N2O4	11.173333333333334	CNC(=O)[C@@H]1C[C@@H](CN1C(=O)C2=CC=CO2)OC3=CC=CC=C3	InChI=1S/C17H18N2O4/c1-18-16(20)14-10-13(23-12-6-3-2-4-7-12)11-19(14)17(21)15-8-5-9-22-15/h2-9,13-14H,10-11H2,1H3,(H,18,20)/t13-,14-/m0/s1	ZQDVRWKOWPPJQP-KBPBESRZSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08911		C25H37N3O2S	10.191666666666666	CC1=C(SC=C1)C(=O)N2C[C@@H]3CCCN4[C@@H]3[C@@H]([C@H]2CCCC(=O)NCC5CC5)CCC4	InChI=1S/C25H37N3O2S/c1-17-11-14-31-24(17)25(30)28-16-19-5-3-12-27-13-4-6-20(23(19)27)21(28)7-2-8-22(29)26-15-18-9-10-18/h11,14,18-21,23H,2-10,12-13,15-16H2,1H3,(H,26,29)/t19-,20+,21+,23-/m0/s1	GNDPQJGOGLVMBZ-GNXKAVGDSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Naphthyridines (CHEMONTID:0001857)	NA (NA)	NA (NA)
