id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_04042		C16H15ClN4O2	17.276666666666664	CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=CC=C3)Cl	InChI=1S/C16H15ClN4O2/c1-19-12(8-7-10-5-4-6-11(17)9-10)18-14-13(19)15(22)21(3)16(23)20(14)2/h4-9H,1-3H3/b8-7+	WBWFIUAVMCNYPG-BQYQJAHWSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Imidazopyrimidines (CHEMONTID:0001797)	Purines and purine derivatives (CHEMONTID:0000245)	Xanthines (CHEMONTID:0000247)	NA (NA)
0186_04043		C6H12N4O2	9.955	CN(C)C(=O)/N=N/C(=O)N(C)C	InChI=1S/C6H12N4O2/c1-9(2)5(11)7-8-6(12)10(3)4/h1-4H3/b8-7+	VLSDXINSOMDCBK-BQYQJAHWSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Organic carbonic acids and derivatives (CHEMONTID:0000364)	NA (NA)	NA (NA)	NA (NA)
0186_04044		C16H17BrN2	11.061666666666667	CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2	InChI=1S/C16H17BrN2/c1-19(2)11-9-16(14-4-3-10-18-12-14)13-5-7-15(17)8-6-13/h3-10,12H,11H2,1-2H3/b16-9-	OYPPVKRFBIWMSX-SXGWCWSVSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Styrenes (CHEMONTID:0000037)	NA (NA)	NA (NA)
0186_04046		C19H14O7	16.32	COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C4C(=C3O2)[C@@H]5C=CO[C@@H]5O4)OC	InChI=1S/C19H14O7/c1-22-10-4-3-9(20)14-16(21)15-11(23-2)7-12-13(18(15)26-17(10)14)8-5-6-24-19(8)25-12/h3-8,19-20H,1-2H3/t8-,19+/m0/s1	VVRUNWFPOWIBDY-WPCRTTGESA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Sterigmatocystins (CHEMONTID:0001817)	NA (NA)	NA (NA)	NA (NA)
0186_04047		C15H11ClO2	15.74	C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=C(C=C2)O)Cl	InChI=1S/C15H11ClO2/c16-14-4-2-1-3-11(14)7-10-15(18)12-5-8-13(17)9-6-12/h1-10,17H/b10-7+	GTSKIPKSVPFFLB-JXMROGBWSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Linear 1,3-diarylpropanoids (CHEMONTID:0003467)	Chalcones and dihydrochalcones (CHEMONTID:0001630)	Retrochalcones (CHEMONTID:0003474)	NA (NA)
0186_04048		C8H13NO3	11.951666666666666	CC(C)CNC(=O)/C=C\C(=O)O	InChI=1S/C8H13NO3/c1-6(2)5-9-7(10)3-4-8(11)12/h3-4,6H,5H2,1-2H3,(H,9,10)(H,11,12)/b4-3-	XJSSNSHFQBQNBR-ARJAWSKDSA-N	Organic compounds (CHEMONTID:0000000)	Lipids and lipid-like molecules (CHEMONTID:0000012)	Fatty Acyls (CHEMONTID:0003909)	Fatty acids and conjugates (CHEMONTID:0000262)	Branched fatty acids (CHEMONTID:0000338)	NA (NA)
0186_04049		C13H19N	11.805	CCC/C(=C/C1=NC=C(C=C1)CC)/C	InChI=1S/C13H19N/c1-4-6-11(3)9-13-8-7-12(5-2)10-14-13/h7-10H,4-6H2,1-3H3/b11-9+	CXYPKJUEWLNVBN-PKNBQFBNSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	NA (NA)	NA (NA)	NA (NA)
0186_04052		C5H12N8	1.4366666666666668	C/C(=N\N=C(N)N)/C=N/N=C(N)N	InChI=1S/C5H12N8/c1-3(11-13-5(8)9)2-10-12-4(6)7/h2H,1H3,(H4,6,7,12)(H4,8,9,13)/b10-2+,11-3+	MXWHMTNPTTVWDM-NXOFHUPFSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Guanidines (CHEMONTID:0000375)	NA (NA)	NA (NA)
0186_04054		C18H16BrNO	19.466666666666665	CN(C)C1=C(C=C(C=C1)/C=C/2\CC3=CC=CC=C3C2=O)Br	InChI=1S/C18H16BrNO/c1-20(2)17-8-7-12(10-16(17)19)9-14-11-13-5-3-4-6-15(13)18(14)21/h3-10H,11H2,1-2H3/b14-9+	FUMBCVQBUYLADV-NTEUORMPSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Indanes (CHEMONTID:0000027)	Indanones (CHEMONTID:0001151)	NA (NA)	NA (NA)
0186_04055		C21H24O9	10.201666666666666	COC1=C(C=C(C=C1)/C=C/C2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	InChI=1S/C21H24O9/c1-28-16-5-4-11(8-15(16)24)2-3-12-6-13(23)9-14(7-12)29-21-20(27)19(26)18(25)17(10-22)30-21/h2-9,17-27H,10H2,1H3/b3-2+	GKAJCVFOJGXVIA-NSCUHMNNSA-N	Organic compounds (CHEMONTID:0000000)	Phenylpropanoids and polyketides (CHEMONTID:0000261)	Stilbenes (CHEMONTID:0000253)	Stilbene glycosides (CHEMONTID:0000142)	NA (NA)	NA (NA)
0186_04056		C19H28N2Si	13.59	C/C=C(\CCC1C2=C(CCN1)C3=CC=CC=C3N2)/[Si](C)(C)C	InChI=1S/C19H28N2Si/c1-5-14(22(2,3)4)10-11-18-19-16(12-13-20-18)15-8-6-7-9-17(15)21-19/h5-9,18,20-21H,10-13H2,1-4H3/b14-5+	MWWNDHSQBOESHH-LHHJGKSTSA-N	Organic compounds (CHEMONTID:0000000)	Alkaloids and derivatives (CHEMONTID:0000279)	Harmala alkaloids (CHEMONTID:0001140)	NA (NA)	NA (NA)	NA (NA)
