id	name	formula	rt	smiles.std	status
0322_00037	Acetyl-DL-carnitine hydrochloride	C9H17NO4	0.575		'PUGREST.BadRequest: error: '
0322_00064	Decanoyl-L-carnitine	C17H33NO4	5.134		'PUGREST.BadRequest: error: '
0322_00085	Propionyl-L-carnitine	C10H19NO4	0.756		'PUGREST.BadRequest: error: '
0322_00095	Stearoyl-L-carnitine	C25H49NO4	6.394		'PUGREST.BadRequest: error: '
0322_00142	17-Octadecynoic acid	C18H32O2	6.916		'PUGREST.BadRequest: error: '
0322_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.654		'PUGREST.BadRequest: error: '
0322_00196	GUANOSINE	C10H13N5O5	1.056		'PUGREST.BadRequest: error: '
0322_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.681		'PUGREST.BadRequest: error: '
0322_00199	TRYPTOPHAN	C11H12N2O2	2.486		'PUGREST.BadRequest: error: '
0322_00200	NICOTINAMIDE MONONUCLEOTIDE	C11H15N2O8P	0.562		'PUGREST.BadRequest: error: '
0322_00201	METHYLTHIOADENOSINE	C11H15N5O3S	2.715		'PUGREST.BadRequest: error: '
0322_00202	N-ACETYLNEURAMINATE	C11H19NO9	0.561		'PUGREST.BadRequest: error: '
0322_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3	3.751		'PUGREST.BadRequest: error: '
0322_00204	FOLATE	C19H19N7O6	2.997		'PUGREST.BadRequest: error: '
0322_00217	GUANIDINOACETATE	C3H7N3O2	0.542		'PUGREST.BadRequest: error: '
0322_00226	URACIL	C4H4N2O2	0.657		'PUGREST.BadRequest: error: '
0322_00227	CYTOSINE	C4H5N3O	0.582		'PUGREST.BadRequest: error: '
0322_00234	CREATININE	C4H7N3O	0.542		'PUGREST.BadRequest: error: '
0322_00238	CREATINE	C4H9N3O2	0.561		'PUGREST.BadRequest: error: '
0322_00248	PURINE	C5H4N4	0.878		'PUGREST.BadRequest: error: '
0322_00250	XANTHINE	C5H4N4O2	0.773		'PUGREST.BadRequest: error: '
0322_00251	URATE	C5H4N4O3	0.667		'PUGREST.BadRequest: error: '
0322_00252	ADENINE	C5H5N5	2.717		'PUGREST.BadRequest: error: '
0322_00253	GUANINE	C5H5N5O	1.043		'PUGREST.BadRequest: error: '
0322_00254	THYMINE	C5H6N2O2	1.048		'PUGREST.BadRequest: error: '
0322_00256	PROLINE	C5H9NO2	0.569		'PUGREST.BadRequest: error: '
0322_00259	PIPECOLATE	C6H11NO2	0.607		'PUGREST.BadRequest: error: '
0322_00260	CYSTINE	C6H12N2O4S2	0.542		'PUGREST.BadRequest: error: '
0322_00262	CITRULLINE	C6H13N3O3	0.542		'PUGREST.BadRequest: error: '
0322_00267	NICOTINATE	C6H5NO2	0.69		'PUGREST.BadRequest: error: '
0322_00268	NICOTINAMIDE	C6H6N2O	0.69		'PUGREST.BadRequest: error: '
0322_00275	PYRIDOXINE	C8H11NO3	0.681		'PUGREST.BadRequest: error: '
0322_00279	PHENYLALANINE	C9H11NO2	1.753		'PUGREST.BadRequest: error: '
0322_00280	TYROSINE	C9H11NO3	0.817		'PUGREST.BadRequest: error: '
0322_00281	L-DOPA	C9H11NO4	0.674		'PUGREST.BadRequest: error: '
0322_00284	CYTIDINE	C9H13N3O5	0.582		'PUGREST.BadRequest: error: '
0322_00285	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P	0.582		'PUGREST.BadRequest: error: '
0322_00286	CARNOSINE	C9H14N4O3	0.486		'PUGREST.BadRequest: error: '
0322_00289	KYNURENINE	C10H12N2O3	1.4		'PUGREST.BadRequest: error: '
0322_00290	XANTHOSINE	C10H12N4O6	1.362		'PUGREST.BadRequest: error: '
0322_00297	TRYPTOPHAN	C11H12N2O2	2.48		'PUGREST.BadRequest: error: '
0322_00298	1-METHYLADENOSINE	C11H15N5O4	2.046		'PUGREST.BadRequest: error: '
0322_00299	GLUTARYLCARNITINE	C12H21NO6	0.91		'PUGREST.BadRequest: error: '
0322_00301	CITICOLINE	C14H26N4O11P2	0.546		'PUGREST.BadRequest: error: '
0322_00309	PALMITOYLCARNITINE	C23H45NO4	6.194		'PUGREST.BadRequest: error: '
0322_00316	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	0.54		'PUGREST.BadRequest: error: '
0322_00320	CYSTEATE	C3H7NO5S	0.553		'PUGREST.BadRequest: error: '
0322_00330	BETAINE	C5H11NO2	0.546		'PUGREST.BadRequest: error: '
0322_00331	NORVALINE	C5H11NO2	0.546		'PUGREST.BadRequest: error: '
0322_00335	AGMATINE SULFATE	C5H14N4	0.489		'PUGREST.BadRequest: error: '
0322_00336	OXOPROLINE	C5H7NO3	0.787		'PUGREST.BadRequest: error: '
0322_00338	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3	0.546		'PUGREST.BadRequest: error: '
0322_00339	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3	0.546		'PUGREST.BadRequest: error: '
0322_00340	N-METHYLASPARTATE	C5H9NO4	0.553		'PUGREST.BadRequest: error: '
0322_00345	PIPECOLATE	C6H11NO2	0.663		'PUGREST.BadRequest: error: '
0322_00347	AMINOADIPATE	C6H11NO4	0.565		'PUGREST.BadRequest: error: '
0322_00348	N-METHYLGLUTAMATE	C6H11NO4	0.565		'PUGREST.BadRequest: error: '
0322_00361	NORSPERMIDINE	C6H17N3	0.465		'PUGREST.BadRequest: error: '
0322_00362	PICOLINATE	C6H5NO2	0.742		'PUGREST.BadRequest: error: '
0322_00365	HISTIDINE	C6H9N3O2	0.504		'PUGREST.BadRequest: error: '
0322_00368	DIAMINOPIMELATE	C7H14N2O4	0.527		'PUGREST.BadRequest: error: '
0322_00369	CYSTATHIONINE	C7H14N2O4S	0.527		'PUGREST.BadRequest: error: '
0322_00371	THEOPHYLLINE	C7H8N4O2	2.718		'PUGREST.BadRequest: error: '
0322_00372	PARAXANTHINE	C7H8N4O2	2.64		'PUGREST.BadRequest: error: '
0322_00374	CAFFEINE	C8H10N4O2	3.128		'PUGREST.BadRequest: error: '
0322_00376	NORADRENALINE	C8H11NO3	0.514		'PUGREST.BadRequest: error: '
0322_00380	4-PYRIDOXATE	C8H9NO4	1.131		'PUGREST.BadRequest: error: '
0322_00387	CYCLIC GMP	C10H12N5O7P	0.822		'PUGREST.BadRequest: error: '
0322_00389	5'-DEOXYADENOSINE	C10H13N5O3	1.831		'PUGREST.BadRequest: error: '
0322_00391	GUANOSINE MONOPHOSPHATE	C10H14N5O8P	0.583		'PUGREST.BadRequest: error: '
0322_00398	SPERMINE	C10H26N4	0.501		'PUGREST.BadRequest: error: '
0322_00399	THIAMINE MONOPHOSPHATE	C12H17N4O4PS	0.537		'PUGREST.BadRequest: error: '
0322_00408	S-HEXYL-GLUTATHIONE	C16H29N3O6S	4.607		'PUGREST.BadRequest: error: '
0322_00409	RIBOFLAVIN	C17H20N4O6	3.447		'PUGREST.BadRequest: error: '
0322_00412	LAUROYLCARNITINE	C19H37NO4	5.599		'PUGREST.BadRequest: error: '
0322_00425	PHOSPHOCREATINE	C4H10N3O5P	0.575		'PUGREST.BadRequest: error: '
0322_00437	PHOSPHORYLCHOLINE	C5H14NO4P	0.537		'PUGREST.BadRequest: error: '
0322_00443	HISTAMINE	C5H9N3	0.484		'PUGREST.BadRequest: error: '
0322_00450	GLUCOSAMINATE	C6H13NO6	0.528		'PUGREST.BadRequest: error: '
0322_00455	N-ACETYLMETHIONINE	C7H13NO3S	2.7		'PUGREST.BadRequest: error: '
0322_00457	DEOXYCARNITINE	C7H15NO2	0.537		'PUGREST.BadRequest: error: '
0322_00458	L-CARNITINE	C7H15NO3	0.528		'PUGREST.BadRequest: error: '
0322_00459	SPERMIDINE	C7H19N3	0.464		'PUGREST.BadRequest: error: '
0322_00464	PYRIDOXAMINE	C8H12N2O2	0.51		'PUGREST.BadRequest: error: '
0322_00465	N-ALPHA-ACETYLLYSINE	C8H16N2O3	0.566		'PUGREST.BadRequest: error: '
0322_00466	N,N-DIMETHYLARGININE	C8H18N4O2	0.537		'PUGREST.BadRequest: error: '
0322_00468	3-NITRO-L-TYROSINE	C9H10N2O5	1.939		'PUGREST.BadRequest: error: '
0322_00469	CYTIDINE 2',3'-CYCLIC PHOSPHATE	C9H12N3O7P	0.566		'PUGREST.BadRequest: error: '
0322_00471	NORMETANEPHRINE	C9H13NO3	2.867		'PUGREST.BadRequest: error: '
0322_00472	CYTIDINE MONOPHOSPHATE	C9H14N3O8P	0.566		'PUGREST.BadRequest: error: '
0322_00477	AICAR	C9H15N4O8P	0.575		'PUGREST.BadRequest: error: '
0322_00478	O-ACETYLCARNITINE	C9H17NO4	0.583		'PUGREST.BadRequest: error: '
0322_00479	N,N,N-TRIMETHYLLYSINE	C9H20N2O2	0.501		'PUGREST.BadRequest: error: '
0322_00569	FERULATE	C10H10O4	3.684		'PUGREST.BadRequest: error: '
0322_00570	INDOLE-3-ETHANOL	C10H11NO	3.764		'PUGREST.BadRequest: error: '
0322_00571	TRYPTAMINE	C10H12N2	2.567		'PUGREST.BadRequest: error: '
0322_00575	NICOTINE	C10H14N2	0.684		'PUGREST.BadRequest: error: '
0322_00577	2-QUINOLINECARBOXYLATE	C10H7NO2	2.98		'PUGREST.BadRequest: error: '
0322_00582	L-TRYPTOPHANAMIDE	C11H13N3O	2.022		'PUGREST.BadRequest: error: '
0322_00583	N-ACETYLPHENYLALANINE	C11H13NO3	3.755		'PUGREST.BadRequest: error: '
0322_00584	N-METHYLTRYPTAMINE	C11H14N2	2.762		'PUGREST.BadRequest: error: '
0322_00586	LUMICHROME	C12H10N4O2	4.318		'PUGREST.BadRequest: error: '
0322_00587	MELATONIN	C13H16N2O2	3.886		'PUGREST.BadRequest: error: '
0322_00588	3,5-DIIODO-L-THYRONINE	C15H13I2NO4	4.428		'PUGREST.BadRequest: error: '
0322_00589	CORTISOL	C21H30O5	4.859		'PUGREST.BadRequest: error: '
0322_00590	PREGNENOLONE SULFATE	C21H32O5S	5.776		'PUGREST.BadRequest: error: '
0322_00591	CORTISOL 21-ACETATE	C23H32O6	5.212		'PUGREST.BadRequest: error: '
0322_00592	GLYCOCHENODEOXYCHOLATE	C26H43NO5	6.067		'PUGREST.BadRequest: error: '
0322_00593	GLYCOCHOLATE	C26H43NO6	5.791		'PUGREST.BadRequest: error: '
0322_00623	PTERIN	C6H5N5O	0.898		'PUGREST.BadRequest: error: '
0322_00624	THIOPURINE S-METHYLETHER	C6H6N4S	3.199		'PUGREST.BadRequest: error: '
0322_00627	DEHYDROASCORBATE	C6H6O6	2.665		'PUGREST.BadRequest: error: '
0322_00629	2-AMINOPHENOL	C6H7NO	0.691		'PUGREST.BadRequest: error: '
0322_00632	6-CARBOXYHEXANOATE	C7H12O4	1.035		'PUGREST.BadRequest: error: '
0322_00635	BENZOATE	C7H6O2	2.419		'PUGREST.BadRequest: error: '
0322_00636	4-HYDROXYBENZALDEHYDE	C7H6O2	2.419		'PUGREST.BadRequest: error: '
0322_00637	3-HYDROXYBENZALDEHYDE	C7H6O2	2.419		'PUGREST.BadRequest: error: '
0322_00639	2,3-DIHYDROXYBENZOATE	C7H6O4	1.94		'PUGREST.BadRequest: error: '
0322_00640	3,4-DIHYDROXYBENZOATE	C7H6O4	1.94		'PUGREST.BadRequest: error: '
0322_00641	4-AMINOBENZOATE	C7H7NO2	1.819		'PUGREST.BadRequest: error: '
0322_00642	ANTHRANILATE	C7H7NO2	1.819		'PUGREST.BadRequest: error: '
0322_00643	3-AMINO-5-HYDROXYBENZOATE	C7H7NO3	0.684		'PUGREST.BadRequest: error: '
0322_00644	3-HYDROXYANTHRANILATE	C7H7NO3	0.684		'PUGREST.BadRequest: error: '
0322_00645	3-AMINO-4-HYDROXYBENZOATE	C7H7NO3	0.684		'PUGREST.BadRequest: error: '
