id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
draft_24735_00001			1.875	5962	C(CCN)C[C@@H](C(=O)O)N								
draft_24735_00002			2.053	6322	C(C[C@@H](C(=O)O)N)CN=C(N)N								
draft_24735_00003			2.077	305	C[N+](C)(C)CCO	C[N+](C)(C)CCO							
draft_24735_00004			2.108	6267	C([C@@H](C(=O)O)N)C(=O)N								
draft_24735_00005			2.12	6288	C[C@H]([C@@H](C(=O)O)N)O								
draft_24735_00006			2.212	5570	C[N+]1=CC=CC(=C1)C(=O)[O-]	C[N+]1=CC=CC(=C1)C(=O)[O-]							
draft_24735_00007			2.401	5988	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O								
draft_24735_00008			2.536	439242	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O								
draft_24735_00009			2.732	190	C1=NC2=NC=NC(=C2N1)N	C1=NC2=NC=NC(=C2N1)N							
draft_24735_00010			2.799	247	C[N+](C)(C)CC(=O)[O-]	C[N+](C)(C)CC(=O)[O-]							
draft_24735_00011			3.211	6137	CSCC[C@@H](C(=O)O)N								
draft_24735_00012			3.339	938	C1=CC(=CN=C1)C(=O)O	C1=CC(=CN=C1)C(=O)O							
draft_24735_00013			4.199	1174	C1=CNC(=O)NC1=O	C1=CNC(=O)NC1=O							
draft_24735_00014			4.31	6057	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O								
draft_24735_00015			4.67	6306	CC[C@H](C)[C@@H](C(=O)O)N								
draft_24735_00016			5.019	6106	CC(C)C[C@@H](C(=O)O)N								
draft_24735_00017			5.245	60961	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N								
draft_24735_00018			7.093	237332	C1=C(OC(=C1)C=O)CO	C1=C(OC(=C1)C=O)CO							
draft_24735_00019			7.217	6140	C1=CC=C(C=C1)C[C@@H](C(=O)O)N								
draft_24735_00020			7.742	72	C1=CC(=C(C=C1C(=O)O)O)O	C1=CC(=C(C=C1C(=O)O)O)O							
draft_24735_00021			8.987	1794427	C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O								
draft_24735_00022			9.704	6305	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N								
draft_24735_00023			9.871	10742	COC1=CC(=CC(=C1O)OC)C(=O)O	COC1=CC(=CC(=C1O)OC)C(=O)O							
draft_24735_00024			11.491	445858	COC1=C(C=CC(=C1)/C=C/C(=O)O)O								
draft_24735_00025			11.56	5280805	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O								
draft_24735_00026			13.865	107848	COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O								
draft_24735_00027			17.606	5318267	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O								
draft_24735_00028			18.203	5280704	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O								
draft_24735_00029			21.561	442813	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O								
draft_24735_00030			22.726	5283339	CCCC/C=C/C=C/C=O								
draft_24735_00031			23.61	5280448	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O							
draft_24735_00032			30.088	155948	CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C								
draft_24735_00033			32.164	13943297	C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O								
