id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_09158		C22H20N4O	11.478333333333332	CC1=NC=C(C=C1)C(=O)N2[C@H]3CC[C@@H]2C4=CN=C(N=C4C3)C5=CC=CC=C5	InChI=1S/C22H20N4O/c1-14-7-8-16(12-23-14)22(27)26-17-9-10-20(26)18-13-24-21(25-19(18)11-17)15-5-3-2-4-6-15/h2-8,12-13,17,20H,9-11H2,1H3/t17-,20+/m0/s1	MCVSNHYVTJVVKB-FXAWDEMLSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridopyrimidines (CHEMONTID:0001859)	NA (NA)	NA (NA)	NA (NA)
0186_09159		C22H25N3O	16.703333333333333	C1CCC(C1)CC(=O)N2[C@H]3CC[C@@H]2C4=CN=C(N=C4C3)C5=CC=CC=C5	InChI=1S/C22H25N3O/c26-21(12-15-6-4-5-7-15)25-17-10-11-20(25)18-14-23-22(24-19(18)13-17)16-8-2-1-3-9-16/h1-3,8-9,14-15,17,20H,4-7,10-13H2/t17-,20+/m0/s1	HAWBNAXLHLQLAP-FXAWDEMLSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridopyrimidines (CHEMONTID:0001859)	NA (NA)	NA (NA)	NA (NA)
0186_09162		C24H24N4O3	14.905	COC1=CC(=C(C=C1)NC(=O)N2[C@H]3CC[C@@H]2C4=CN=C(N=C4C3)C5=CC=CC=C5)OC	InChI=1S/C24H24N4O3/c1-30-17-9-10-19(22(13-17)31-2)27-24(29)28-16-8-11-21(28)18-14-25-23(26-20(18)12-16)15-6-4-3-5-7-15/h3-7,9-10,13-14,16,21H,8,11-12H2,1-2H3,(H,27,29)/t16-,21+/m0/s1	JBBLBZQCEPRZEH-HRAATJIYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridopyrimidines (CHEMONTID:0001859)	NA (NA)	NA (NA)	NA (NA)
0186_09163		C19H20FN3O	14.51	CC(C)C(=O)N1[C@H]2CC[C@@H]1C3=CN=C(N=C3C2)C4=CC=C(C=C4)F	InChI=1S/C19H20FN3O/c1-11(2)19(24)23-14-7-8-17(23)15-10-21-18(22-16(15)9-14)12-3-5-13(20)6-4-12/h3-6,10-11,14,17H,7-9H2,1-2H3/t14-,17+/m0/s1	LWHZUNFVSMDZMN-WMLDXEAASA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridopyrimidines (CHEMONTID:0001859)	NA (NA)	NA (NA)	NA (NA)
0186_09164		C20H27N3O3	9.616666666666667	C1CCC(C1)C(=O)N2C[C@H](C[C@H]2C(=O)N3CCCC3)OC4=CN=CC=C4	InChI=1S/C20H27N3O3/c24-19(15-6-1-2-7-15)23-14-17(26-16-8-5-9-21-13-16)12-18(23)20(25)22-10-3-4-11-22/h5,8-9,13,15,17-18H,1-4,6-7,10-12,14H2/t17-,18-/m0/s1	XQUGDVQKPFBITL-ROUUACIJSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09165		C18H19N3O4	9.101666666666668	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=COC=C3)OC4=CN=CC=C4	InChI=1S/C18H19N3O4/c22-17(20-13-3-4-13)16-8-15(25-14-2-1-6-19-9-14)10-21(16)18(23)12-5-7-24-11-12/h1-2,5-7,9,11,13,15-16H,3-4,8,10H2,(H,20,22)/t15-,16-/m0/s1	CXGJNSUUPWXBMX-HOTGVXAUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09166		C19H23N3O3	9.45	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3CC=CC3)OC4=CN=CC=C4	InChI=1S/C19H23N3O3/c23-18(21-14-7-8-14)17-10-16(25-15-6-3-9-20-11-15)12-22(17)19(24)13-4-1-2-5-13/h1-3,6,9,11,13-14,16-17H,4-5,7-8,10,12H2,(H,21,23)/t16-,17-/m0/s1	CXUHNRGFXFUDNC-IRXDYDNUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09167		C18H20N4O5	9.533333333333331	COC1=NC(=C(C=C1)C(=O)N2C[C@H](C[C@H]2C(=O)N)OC3=CN=CC=C3)OC	InChI=1S/C18H20N4O5/c1-25-15-6-5-13(17(21-15)26-2)18(24)22-10-12(8-14(22)16(19)23)27-11-4-3-7-20-9-11/h3-7,9,12,14H,8,10H2,1-2H3,(H2,19,23)/t12-,14-/m0/s1	MPSGTVDFZWGKHN-JSGCOSHPSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09168		C20H20N4O3	11.763333333333332	CNC(=O)[C@@H]1C[C@@H](CN1C(=O)C2=NNC3=CC=CC=C32)OC4=CC=CC=C4	InChI=1S/C20H20N4O3/c1-21-19(25)17-11-14(27-13-7-3-2-4-8-13)12-24(17)20(26)18-15-9-5-6-10-16(15)22-23-18/h2-10,14,17H,11-12H2,1H3,(H,21,25)(H,22,23)/t14-,17-/m0/s1	DTDMDTJHNQVMNJ-YOEHRIQHSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_09177		C16H20N4O2	10.645	CN1C2=C(N=CC=C2)N(C1=O)[C@@H]3CCN(C3)C(=O)C4CCC4	InChI=1S/C16H20N4O2/c1-18-13-6-3-8-17-14(13)20(16(18)22)12-7-9-19(10-12)15(21)11-4-2-5-11/h3,6,8,11-12H,2,4-5,7,9-10H2,1H3/t12-/m1/s1	UMXCAOXCUXUVRT-GFCCVEGCSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Imidazopyridines (CHEMONTID:0000328)	Imidazopyridinones (CHEMONTID:0000177)	NA (NA)	NA (NA)
