id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
draft_59657_00001	1-(malonylamino)cyclopropane-1-carboxylic acid	C7H9NO5	14.55			C1CC1(C(=O)O)NC(=O)CC(=O)O							
draft_59657_00002	1-Aminocyclopropanecarboxylic acid	C4H7NO2	1.54			C1CC1(C(=O)O)N							
draft_59657_00003	2,3-dihydroxybenzoic acid	C7H6O4	14.29			C1=CC(=C(C(=C1)O)O)C(=O)O							
draft_59657_00004	2'-Deoxycytidine 5'-monophosphate	C9H14N3O7P	10.95		C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O								
draft_59657_00005	2-Phosphoglyceric-acid	C3H7O7P	15.841			C(C(C(=O)O)OP(=O)(O)O)O							
draft_59657_00006	2-phosphoglycolic acid	C2H5O6P	2.73			O=C(O)COP(=O)(O)O							
draft_59657_00007	2-phospholactic acid	C3H7O6P	17.173		C[C@@H](C(=O)[O-])OP(=O)(O)[O-]								
draft_59657_00008	3alpha,7alpha,12alpha-Trihydroxycholestanoic acid	C27H46O5	30.47		C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C								
draft_59657_00009	3-Methyl-2-oxovaleric acid	C6H10O3	17.68		C(=O)(C(=O)O)[C@@H](C)CC								
draft_59657_00010	3-Phosphoglyceric-acid	C3H7O7P	17.08		C([C@@H](C(=O)O)O)OP(=O)(O)O								
draft_59657_00011	4-Hydroxyproline	C5H9NO3	1.51			C1C(CNC1C(=O)O)O							
draft_59657_00012	4-phosphoerythronic acid	C4H9O8P	16.799		C([C@H]([C@H](C(=O)O)O)O)OP(=O)(O)O								
draft_59657_00013	5,10-Methenyltetrahydrofolic acid	C20H21N7O6	10.78		C1[C@@H]2CN(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O								
draft_59657_00014	6-Phosphogluconic-acid	C6H13O10P	15.778		C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O								
draft_59657_00015	7,8-Dihydro-L-biopterin (BH2)	C9H13N5O3	1.66		NC(N([H])C1=C2N=C([C@@H](O)[C@@H](O)C)CN1[H])=NC2=O								
draft_59657_00016	Acetoacetic acid	C4H6O3	10.4			CC(=O)CC(=O)O							
draft_59657_00017	Acetoacetyl-CoA	C25H40N7O18P3S	22.23		CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O								
draft_59657_00018	Acetyl-CoA	C23H38N7O17P3S	24.232		CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O								
draft_59657_00019	Aconitic acid (cis and/or trans)	C6H6O6	18.604			C(C(=CC(=O)O)C(=O)O)C(=O)O							
draft_59657_00020	Adenosine 2',3'-cyclic phosphate	C10H12N5O6P	12.16			C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N							
draft_59657_00021	Adenosine diphosphate ribose	C15H23N5O14P2	15.65		C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@H]([C@H]([C@H](C=O)O)O)O)O)O)N								
draft_59657_00022	ADP	C10H15N5O10P2	17.859		C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N								
draft_59657_00023	All-trans-Retinoic acid	C20H28O2	31.5		CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C								
draft_59657_00024	alpha-Ketoglutaric acid	C5H6O5	15.292			C(CC(=O)O)C(=O)C(=O)O							
draft_59657_00025	Alpha-Ketoisovaleric acid	C5H8O3	12.77			CC(C)C(=O)C(=O)O							
draft_59657_00026	AMP	C10H14N5O7P	13.232		C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N								
draft_59657_00027	Arachidonic-acid	C20H32O2	30.93		CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O								
draft_59657_00028	Ascorbic acid	C6H8O6	13.92		C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O								
draft_59657_00029	ATP	C10H16N5O13P3	20.325		C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N								
draft_59657_00030	Beta-Alanine	C3H7NO2	1.37			C(CN)C(=O)O							
draft_59657_00031	Bilirubin	C33H36N4O6	28.3		CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C								
draft_59657_00032	Biliverdin	C33H34N4O6	31.8		CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)[O-])/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)[O-]								
draft_59657_00033	Capric-acid	C10H20O2	28.18			CCCCCCCCCC(=O)O							
draft_59657_00034	Caproic-acid	C6H12O2	21.26			CCCCCC(=O)O							
draft_59657_00035	Caprylic-acid	C8H16O2	25.82			CCCCCCCC(=O)O							
draft_59657_00036	CDP	C9H15N3O11P2	16.443		C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O								
draft_59657_00037	Chenodeoxycholic acid 3-B-D-Glucuronide	C30H48O10	28.0		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@@H]([C@@H](C(O5)C(=O)O)O)O)O)C)O)C								
draft_59657_00038	chenodeoxycholic acid 3-sulfate	C24H40O7S	28.14		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C								
draft_59657_00039	deoxycholic acid 3-sulfate	C24H40O7S	28.14		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C								
draft_59657_00040	Chenodeoxycholic acid	C24H40O4	29.6		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C								
draft_59657_00041	Deoxycholic acid		29.6		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C								
draft_59657_00042	Cholic acid	C24H40O5	28.89		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C								
draft_59657_00043	Cholic acid 3-sulfate	C24H40O8S	27.3		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)O)C								
draft_59657_00044	Citric-acid	C6H8O7	17.223			C(C(=O)O)C(CC(=O)O)(C(=O)O)O							
draft_59657_00045	CMP	C9H14N3O8P	10.447		C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O								
draft_59657_00046	Coenzyme-A	C21H36N7O16P3S	23.929		CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O								
draft_59657_00047	Creatine	C4H9N3O2	1.6			CN(CC(=O)O)C(=N)N							
draft_59657_00048	CTP	C9H16N3O14P3	19.202		C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O								
draft_59657_00049	cyclic adenosine diphosphate-ribose	C15H21N5O13P2	8.66		C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN(C4=N)[C@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O								
draft_59657_00050	cyclic AMP	C10H12N5O6P	12.96		C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O								
draft_59657_00051	Cysteineglutathione disulfide	C13H22N4O8S2	7.51		C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N								
draft_59657_00052	dAMP	C10H14N5O6P	13.13		C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O								
draft_59657_00053	DATP	C10H16N5O12P3	21.38		C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
draft_59657_00054	DCTP	C9H16N3O13P3	19.9		C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
draft_59657_00055	Deoxycholic acid 3-glucuronide	C30H48O10	28.02		C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)O)C								
draft_59657_00056	D-Erythrose-4-phosphate	C4H9O7P	10.144		C([C@H]([C@H](C=O)O)O)OP(=O)(O)O								
draft_59657_00057	D-Gluconic acid	C6H12O7	8.568		C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O								
draft_59657_00058	D-Glyceraldehyde-3-phosphate	C3H7O6P	9.933		C([C@H](C=O)O)OP(=O)(O)O								
draft_59657_00059	dGMP	C10H14N5O7P	11.64		C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O								
draft_59657_00060	DGTP	C10H16N5O13P3	20.77		C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
draft_59657_00061	Dihydroxyacetone-phosphate	C3H7O6P	11.015			C(C(=O)COP(=O)(O)O)O							
draft_59657_00062	Dimethylsulfoxide	C2H6SO	1.87			CS(=O)C							
draft_59657_00063	DL-2-Hydroxyglutaric acid	C5H8O5	15.759			C(CC(=O)O)C(C(=O)O)O							
draft_59657_00064	D-Sedoheptulose-7-phosphate	C7H15O10P	10.34		C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)([O-])[O-]								
draft_59657_00065	DUTP	C9H15N2O14P3	20.76		C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
draft_59657_00066	Farnesyl-pyrophosphate	C15H28O7P2	27.97		CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C								
draft_59657_00067	Folic acid	C19H19N7O6	16.48		C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N								
draft_59657_00068	Fructose-1-phosphate	C6H13O9P	10.0		C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O								
draft_59657_00069	Fructose-6-phosphate	C6H13O9P	9.09		C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O								
draft_59657_00070	Fumaric-acid	C4H4O4	15.493		C(=C/C(=O)O)\C(=O)O								
draft_59657_00071	Galactose-1-phosphate	C6H13O9P	9.03		C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O								
draft_59657_00072	Galactose-6-phosphate	C6H13O9P	8.59			C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O							
draft_59657_00073	Gamma-Aminobutyric acid	C4H9NO2	1.28			C(CC(=O)O)CN							
draft_59657_00074	GDP	C10H15N5O11P2	16.641		C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N								
draft_59657_00075	Gentisic acid	C7H6O4	14.29			C1=CC(=C(C=C1O)C(=O)O)O							
draft_59657_00076	Geranyl-pyrophosphate	C10H20O7P2	25.62		CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C								
draft_59657_00077	Glucose-1-phosphate	C6H13O9P	9.25		C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O								
draft_59657_00078	Glucose-6-phosphate	C6H13O9P	8.71		C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O								
draft_59657_00079	Glutathione	C10H17N3O6S	9.998		C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N								
draft_59657_00080	Glycerol-3-phosphate	C3H9O6P	9.708			C(C(COP(=O)(O)O)O)O							
draft_59657_00081	Glycine	C2H5NO2	1.43			C(C(=O)O)N							
draft_59657_00082	Glycochenodeoxycholic acid 3-sulfate	C26H43NO8S	26.86		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C								
draft_59657_00083	Glycochenodeoxycholic acid	C26H43NO5	28.58		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C								
draft_59657_00084	Glycodeoxycholic Acid	C26H43NO5	28.58		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C								
draft_59657_00085	Glycocholic acid	C26H43NO6	27.69		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C								
draft_59657_00086	Glycocholic acid 3-sulfate	C26H43NO9S	26.17			CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)O)C							
draft_59657_00087	Glycolithocholic acid	C26H43NO4	29.53		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C								
draft_59657_00088	Glycolithocholic acid 3-sulfate	C26H43NO7S	27.58		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C								
draft_59657_00089	Glycoursodeoxycholic Acid	C26H43NO5	26.65		C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C								
draft_59657_00090	GMP	C10H14N5O8P	12.002		C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N								
draft_59657_00091	GTP	C10H16N5O14P3	18.828		C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N								
draft_59657_00092	Heptanoic acid	C7H14O2	23.78			CCCCCCC(=O)O							
