id	name	formula	rt	smiles.std	status
0317_00100	2-Hydroxytetradecanoic acid	C14H28O3	6.295		'PUGREST.BadRequest: error: '
0317_00103	2-Hydroxyhexadecanoic acid	C16H32O3	6.869		'PUGREST.BadRequest: error: '
0317_00162	10-Hydroxydecanoic acid	C10H20O3	3.878		'PUGREST.BadRequest: error: '
0317_00189	Aleuritic acid	C16H32O5	3.689		'PUGREST.BadRequest: error: '
0317_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.584		'PUGREST.BadRequest: error: '
0317_00196	GUANOSINE	C10H13N5O5	0.748		'PUGREST.BadRequest: error: '
0317_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.584		'PUGREST.BadRequest: error: '
0317_00204	FOLATE	C19H19N7O6	2.387		'PUGREST.BadRequest: error: '
0317_00216	GLYCERATE	C3H6O4	0.715		'PUGREST.BadRequest: error: '
0317_00230	SUCCINATE	C4H6O4	0.781		'PUGREST.BadRequest: error: '
0317_00250	XANTHINE	C5H4N4O2	0.715		'PUGREST.BadRequest: error: '
0317_00251	URATE	C5H4N4O3	0.682		'PUGREST.BadRequest: error: '
0317_00274	QUINATE	C7H12O6	0.568		'PUGREST.BadRequest: error: '
0317_00283	URIDINE MONOPHOSPHATE	C9H13N2O9P	0.568		'PUGREST.BadRequest: error: '
0317_00301	CITICOLINE	C14H26N4O11P2	0.547		'PUGREST.BadRequest: error: '
0317_00304	DTDP-D-GLUCOSE	C16H26N2O16P2	0.58		'PUGREST.BadRequest: error: '
0317_00383	CYTIDINE MONOPHOSPHATE	C9H14N3O8P	0.547		'PUGREST.BadRequest: error: '
0317_00388	XANTHOSINE-MONOPHOSPHATE	C10H13N4O9P	0.586		'PUGREST.BadRequest: error: '
0317_00390	DEOXYGUANOSINE	C10H13N5O4	0.75		'PUGREST.BadRequest: error: '
0317_00392	THYMIDINE-MONOPHOSPHATE	C10H15N2O8P	0.717		'PUGREST.BadRequest: error: '
0317_00403	URIDINE DIPHOSPHATE GLUCOSE	C15H24N2O17P2	0.569		'PUGREST.BadRequest: error: '
0317_00404	URIDINE DIPHOSPHATE GLUCOSE	C15H24N2O17P2	0.569		'PUGREST.BadRequest: error: '
0317_00405	URIDINE DIPHOSPHATEGALACTOSE	C15H24N2O17P2	0.569		'PUGREST.BadRequest: error: '
0317_00406	ADP-GLUCOSE	C16H25N5O15P2	0.569		'PUGREST.BadRequest: error: '
0317_00408	S-HEXYL-GLUTATHIONE	C16H29N3O6S	3.324		'PUGREST.BadRequest: error: '
0317_00410	URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE	C17H27N3O17P2	0.569		'PUGREST.BadRequest: error: '
0317_00411	URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE	C17H27N3O17P2	0.569		'PUGREST.BadRequest: error: '
0317_00413	FAD	C27H33N9O15P2	2.373		'PUGREST.BadRequest: error: '
0317_00440	ADENINE	C5H5N5	0.586		'PUGREST.BadRequest: error: '
0317_00472	CYTIDINE MONOPHOSPHATE	C9H14N3O8P	0.553		'PUGREST.BadRequest: error: '
0317_00477	AICAR	C9H15N4O8P	0.569		'PUGREST.BadRequest: error: '
0317_00479	N,N,N-TRIMETHYLLYSINE	C9H20N2O2	5.636		'PUGREST.BadRequest: error: '
