id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_79328		C15H18N2O5S	11.863333333333332	COCCN1C(=O)[C@@H]2CN(C[C@@H]2C1=O)S(=O)(=O)C3=CC=CC=C3	InChI=1S/C15H18N2O5S/c1-22-8-7-17-14(18)12-9-16(10-13(12)15(17)19)23(20,21)11-5-3-2-4-6-11/h2-6,12-13H,7-10H2,1H3/t12-,13+	JUUODGMSRHHIDX-BETUJISGSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_79329		C17H22N2O5	9.508333333333333	CN1C(=O)[C@@H]2CN(C[C@@H]2C1=O)CC3=CC(=C(C=C3OC)OC)OC	InChI=1S/C17H22N2O5/c1-18-16(20)11-8-19(9-12(11)17(18)21)7-10-5-14(23-3)15(24-4)6-13(10)22-2/h5-6,11-12H,7-9H2,1-4H3/t11-,12+	QWGIKYPOHDFKBH-TXEJJXNPSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylmethylamines (CHEMONTID:0000185)	NA (NA)	NA (NA)
0186_79339		C17H22N2O3	10.275	CC(C)OC1=CC=CC=C1CN2C[C@@H]3[C@H](C2)C(=O)N(C3=O)C	InChI=1S/C17H22N2O3/c1-11(2)22-15-7-5-4-6-12(15)8-19-9-13-14(10-19)17(21)18(3)16(13)20/h4-7,11,13-14H,8-10H2,1-3H3/t13-,14+	PDOITDYDORSRKR-OKILXGFUSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylmethylamines (CHEMONTID:0000185)	NA (NA)	NA (NA)
0186_79340		C19H19FN2O4S2	16.195	CCC(C1=CC=CS1)N2C(=O)[C@@H]3CN(C[C@@H]3C2=O)S(=O)(=O)C4=CC=CC=C4F	InChI=1S/C19H19FN2O4S2/c1-2-15(16-7-5-9-27-16)22-18(23)12-10-21(11-13(12)19(22)24)28(25,26)17-8-4-3-6-14(17)20/h3-9,12-13,15H,2,10-11H2,1H3/t12-,13+,15?	OHXPDAPKFQKIGZ-NNQSOWQGSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_79343		C24H26ClN3O2	12.33	C1CN(CC2=CC=CC=C21)CCN3C(=O)[C@@H]4CN(C[C@@H]4C3=O)CC5=CC=C(C=C5)Cl	InChI=1S/C24H26ClN3O2/c25-20-7-5-17(6-8-20)13-27-15-21-22(16-27)24(30)28(23(21)29)12-11-26-10-9-18-3-1-2-4-19(18)14-26/h1-8,21-22H,9-16H2/t21-,22+	LPFQHHWOHYHSLI-SZPZYZBQSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Tetrahydroisoquinolines (CHEMONTID:0002955)	NA (NA)	NA (NA)	NA (NA)
0186_79344		C20H22N2O4S2	17.02	CCC(C1=CC=CS1)N2C(=O)[C@@H]3CN(C[C@@H]3C2=O)S(=O)(=O)C4=CC=CC=C4C	InChI=1S/C20H22N2O4S2/c1-3-16(17-8-6-10-27-17)22-19(23)14-11-21(12-15(14)20(22)24)28(25,26)18-9-5-4-7-13(18)2/h4-10,14-16H,3,11-12H2,1-2H3/t14-,15+,16?	FRDMXDSKPODSDT-XYPWUTKMSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_79347		C19H19FN2O4S2	16.195	CCC(C1=CC=CS1)N2C(=O)[C@@H]3CN(C[C@@H]3C2=O)S(=O)(=O)C4=CC=CC(=C4)F	InChI=1S/C19H19FN2O4S2/c1-2-16(17-7-4-8-27-17)22-18(23)14-10-21(11-15(14)19(22)24)28(25,26)13-6-3-5-12(20)9-13/h3-9,14-16H,2,10-11H2,1H3/t14-,15+,16?	YIVMRMVFHAMELP-XYPWUTKMSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_79356		C21H24N6O	9.91	CN(C)C[C@@H]1CN(C[C@H]1NC(=O)C2=NC3=CC=CC=C3C=C2)C4=NC=CC=N4	InChI=1S/C21H24N6O/c1-26(2)12-16-13-27(21-22-10-5-11-23-21)14-19(16)25-20(28)18-9-8-15-6-3-4-7-17(15)24-18/h3-11,16,19H,12-14H2,1-2H3,(H,25,28)/t16-,19-/m1/s1	SRALFQIDQFZLGP-VQIMIIECSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Quinolines and derivatives (CHEMONTID:0001253)	Quinoline carboxamides (CHEMONTID:0002553)	NA (NA)	NA (NA)
0186_79359		C18H24FN5O2S	9.833333333333334	CN(C)C[C@@H]1CN(C[C@H]1NS(=O)(=O)CC2=CC=C(C=C2)F)C3=NC=CC=N3	InChI=1S/C18H24FN5O2S/c1-23(2)10-15-11-24(18-20-8-3-9-21-18)12-17(15)22-27(25,26)13-14-4-6-16(19)7-5-14/h3-9,15,17,22H,10-13H2,1-2H3/t15-,17-/m1/s1	LMRZLRQWPQKEER-NVXWUHKLSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Amines (CHEMONTID:0002449)	Tertiary amines (CHEMONTID:0002452)	Tertiary alkylarylamines (CHEMONTID:0002454)
0186_79360		C15H21ClFN3O	1.535	CN1C[C@H]([C@@H](C1)NC(=O)C2=C(C=CC(=C2)Cl)F)CN(C)C	InChI=1S/C15H21ClFN3O/c1-19(2)7-10-8-20(3)9-14(10)18-15(21)12-6-11(16)4-5-13(12)17/h4-6,10,14H,7-9H2,1-3H3,(H,18,21)/t10-,14-/m1/s1	OPBGUUQLTUQQPZ-QMTHXVAHSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzoic acids and derivatives (CHEMONTID:0000176)	Halobenzoic acids and derivatives (CHEMONTID:0003096)	3-halobenzoic acids and derivatives (CHEMONTID:0003099)
