id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_77278		C12H20N4O3S2	1.5733333333333337	CN(C)C[C@@H]1CN(C[C@H]1NC(=O)C2=CSC=N2)S(=O)(=O)C	InChI=1S/C12H20N4O3S2/c1-15(2)4-9-5-16(21(3,18)19)6-10(9)14-12(17)11-7-20-8-13-11/h7-10H,4-6H2,1-3H3,(H,14,17)/t9-,10-/m1/s1	VENZITRIHHWBCV-NXEZZACHSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Azoles (CHEMONTID:0000436)	Thiazoles (CHEMONTID:0000095)	Thiazolecarboxylic acids and derivatives (CHEMONTID:0002007)	Thiazolecarboxamides (CHEMONTID:0002008)
0186_77280		C15H21N5O2	1.5799999999999998	CC1=NC(=NN1)[C@@H]2CN(C[C@H]2C(=O)N)C(=O)C3CCC=CC3	InChI=1S/C15H21N5O2/c1-9-17-14(19-18-9)12-8-20(7-11(12)13(16)21)15(22)10-5-3-2-4-6-10/h2-3,10-12H,4-8H2,1H3,(H2,16,21)(H,17,18,19)/t10?,11-,12-/m1/s1	MKKSIPMFEGRAMB-PQDIPPBSSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyrrolidines (CHEMONTID:0000218)	Pyrrolidine carboxylic acids and derivatives (CHEMONTID:0001903)	Pyrrolidinecarboxamides (CHEMONTID:0002256)	NA (NA)
0186_77313		C17H22ClFN2O2	9.966666666666669	C1CN(C[C@H]([C@H]1CO)NC(=O)C2CC2)CC3=C(C=C(C=C3)Cl)F	InChI=1S/C17H22ClFN2O2/c18-14-4-3-12(15(19)7-14)8-21-6-5-13(10-22)16(9-21)20-17(23)11-1-2-11/h3-4,7,11,13,16,22H,1-2,5-6,8-10H2,(H,20,23)/t13-,16-/m1/s1	JVYBQUMODGAKAW-CZUORRHYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Benzylpiperidines (CHEMONTID:0003087)	N-benzylpiperidines (CHEMONTID:0002622)	NA (NA)
0186_77348		C26H31N3O3	10.37	CCOC1=CC=CC(=C1)CN2C[C@@H]3[C@H](C2)C(=O)N(C3=O)CCN4CCC5=CC=CC=C5C4	InChI=1S/C26H31N3O3/c1-2-32-22-9-5-6-19(14-22)15-28-17-23-24(18-28)26(31)29(25(23)30)13-12-27-11-10-20-7-3-4-8-21(20)16-27/h3-9,14,23-24H,2,10-13,15-18H2,1H3/t23-,24+	PMVTUJAZFJZLBG-PSWAGMNNSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Tetrahydroisoquinolines (CHEMONTID:0002955)	NA (NA)	NA (NA)	NA (NA)
0186_77354		C20H22N2O5S2	16.871666666666666	CCC(C1=CC=CS1)N2C(=O)[C@@H]3CN(C[C@@H]3C2=O)S(=O)(=O)C4=CC=CC(=C4)OC	InChI=1S/C20H22N2O5S2/c1-3-17(18-8-5-9-28-18)22-19(23)15-11-21(12-16(15)20(22)24)29(25,26)14-7-4-6-13(10-14)27-2/h4-10,15-17H,3,11-12H2,1-2H3/t15-,16+,17?	UTKNIYBBECGXJN-SJPCQFCGSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzenesulfonamides (CHEMONTID:0000031)	NA (NA)	NA (NA)
0186_77359		C14H25N5O3S	1.596666666666667	CCN1C=CC(=N1)C(=O)N[C@@H]2CN(C[C@H]2CN(C)C)S(=O)(=O)C	InChI=1S/C14H25N5O3S/c1-5-18-7-6-12(16-18)14(20)15-13-10-19(23(4,21)22)9-11(13)8-17(2)3/h6-7,11,13H,5,8-10H2,1-4H3,(H,15,20)/t11-,13-/m1/s1	MJBPYOCFBMNVQK-DGCLKSJQSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Carboxylic acid derivatives (CHEMONTID:0001093)	Carboxylic acid amides (CHEMONTID:0000475)	2-heteroaryl carboxamides (CHEMONTID:0004817)
0186_77362		C20H28N6O	9.993333333333334	CN(C)C[C@@H]1CN(C[C@H]1NC(=O)NCCC2=CC=CC=C2)C3=NC=CC=N3	InChI=1S/C20H28N6O/c1-25(2)13-17-14-26(19-21-10-6-11-22-19)15-18(17)24-20(27)23-12-9-16-7-4-3-5-8-16/h3-8,10-11,17-18H,9,12-15H2,1-2H3,(H2,23,24,27)/t17-,18-/m1/s1	DZPWTIDOYTUWFZ-QZTJIDSGSA-N	Organic compounds (CHEMONTID:0000000)	Organic nitrogen compounds (CHEMONTID:0004707)	Organonitrogen compounds (CHEMONTID:0000278)	Amines (CHEMONTID:0002449)	Tertiary amines (CHEMONTID:0002452)	Tertiary alkylarylamines (CHEMONTID:0002454)
0186_77363		C19H18N4O4	11.473333333333333	CN1C2=C(N=CC=C2)N(C1=O)[C@@H]3CCN(C3)C(=O)C4=CC5=C(C=C4)OCO5	InChI=1S/C19H18N4O4/c1-21-14-3-2-7-20-17(14)23(19(21)25)13-6-8-22(10-13)18(24)12-4-5-15-16(9-12)27-11-26-15/h2-5,7,9,13H,6,8,10-11H2,1H3/t13-/m1/s1	QGVMJNBNPFGPST-CYBMUJFWSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Imidazopyridines (CHEMONTID:0000328)	Imidazopyridinones (CHEMONTID:0000177)	NA (NA)	NA (NA)
0186_77367		C13H21N5O	1.285	CN1C[C@H]([C@@H](C1)NC(=O)C2=CN=NC=C2)CN(C)C	InChI=1S/C13H21N5O/c1-17(2)7-11-8-18(3)9-12(11)16-13(19)10-4-5-14-15-6-10/h4-6,11-12H,7-9H2,1-3H3,(H,16,19)/t11-,12-/m1/s1	VUBWOJKEMKZHHS-VXGBXAGGSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazines (CHEMONTID:0001346)	Pyridazines and derivatives (CHEMONTID:0000074)	NA (NA)	NA (NA)
0186_77368		C18H24N4O	1.8766666666666665	CN1C[C@H]([C@@H](C1)NC(=O)C2=CC3=C(C=C2)N=CC=C3)CN(C)C	InChI=1S/C18H24N4O/c1-21(2)10-15-11-22(3)12-17(15)20-18(23)14-6-7-16-13(9-14)5-4-8-19-16/h4-9,15,17H,10-12H2,1-3H3,(H,20,23)/t15-,17-/m1/s1	ZKIXAJNJFYWWTC-NVXWUHKLSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Quinolines and derivatives (CHEMONTID:0001253)	Quinoline carboxamides (CHEMONTID:0002553)	NA (NA)	NA (NA)
