id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6
0186_08756		C19H20N2O3S	12.21	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=CSC=C3)OC4=CC=CC=C4	InChI=1S/C19H20N2O3S/c22-18(20-14-6-7-14)17-10-16(24-15-4-2-1-3-5-15)11-21(17)19(23)13-8-9-25-12-13/h1-5,8-9,12,14,16-17H,6-7,10-11H2,(H,20,22)/t16-,17-/m0/s1	YMQXWOGQOPQBEO-IRXDYDNUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08757		C23H32N2O2	15.96	CN1CCCCCCN([C@H]2CCC[C@H]2C1=O)C(=O)C3(CC3)C4=CC=CC=C4	InChI=1S/C23H32N2O2/c1-24-16-7-2-3-8-17-25(20-13-9-12-19(20)21(24)26)22(27)23(14-15-23)18-10-5-4-6-11-18/h4-6,10-11,19-20H,2-3,7-9,12-17H2,1H3/t19-,20+/m1/s1	WZASXUGZOKDRDG-UXHICEINSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenylacetamides (CHEMONTID:0002363)	NA (NA)	NA (NA)
0186_08758		C19H20N2O4	11.671666666666663	C1CC1NC(=O)[C@@H]2C[C@@H](CN2C(=O)C3=CC=CO3)OC4=CC=CC=C4	InChI=1S/C19H20N2O4/c22-18(20-13-8-9-13)16-11-15(25-14-5-2-1-3-6-14)12-21(16)19(23)17-7-4-10-24-17/h1-7,10,13,15-16H,8-9,11-12H2,(H,20,22)/t15-,16-/m0/s1	WTBQVLVNKQWPOV-HOTGVXAUSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08761		C24H29N5O	10.833333333333334	CC1=CC(=CC=C1)CN2CCN3C(=NN=C3[C@@H]4C[C@H](CN4CC5=CC=CC=C5)O)C2	InChI=1S/C24H29N5O/c1-18-6-5-9-20(12-18)14-27-10-11-29-23(17-27)25-26-24(29)22-13-21(30)16-28(22)15-19-7-3-2-4-8-19/h2-9,12,21-22,30H,10-11,13-17H2,1H3/t21-,22+/m1/s1	NDYGVYZJZKBMGF-YADHBBJMSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Triazolopyrazines (CHEMONTID:0000313)	NA (NA)	NA (NA)	NA (NA)
0186_08763		C20H25N7OS	9.071666666666664	CC1=C(SC=N1)CN2CCN3C(=NN=C3[C@@H]4C[C@H](CN4CC5=CN=CC=C5)O)C2	InChI=1S/C20H25N7OS/c1-14-18(29-13-22-14)11-25-5-6-27-19(12-25)23-24-20(27)17-7-16(28)10-26(17)9-15-3-2-4-21-8-15/h2-4,8,13,16-17,28H,5-7,9-12H2,1H3/t16-,17+/m1/s1	YDJVCYNVNQELSU-SJORKVTESA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Triazolopyrazines (CHEMONTID:0000313)	NA (NA)	NA (NA)	NA (NA)
0186_08764		C13H20N2O2S	1.6033333333333333	CN(C)[C@@H]1CN(CC[C@@H]1CO)C(=O)C2=CC=CS2	InChI=1S/C13H20N2O2S/c1-14(2)11-8-15(6-5-10(11)9-16)13(17)12-4-3-7-18-12/h3-4,7,10-11,16H,5-6,8-9H2,1-2H3/t10-,11-/m1/s1	JLVLYTYTKAOFGU-GHMZBOCLSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	NA (NA)	NA (NA)
0186_08765		C12H24N2O2	1.5483333333333331	CC(C)C(=O)N1CC[C@@H]([C@@H](C1)N(C)C)CO	InChI=1S/C12H24N2O2/c1-9(2)12(16)14-6-5-10(8-15)11(7-14)13(3)4/h9-11,15H,5-8H2,1-4H3/t10-,11-/m1/s1	QEZLLRKFOOBQMK-GHMZBOCLSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	NA (NA)	NA (NA)
0186_08771		C14H26N2O2	9.586666666666668	CC(C)CC(=O)N1CC[C@@H]2COCCN([C@@H]2C1)C	InChI=1S/C14H26N2O2/c1-11(2)8-14(17)16-5-4-12-10-18-7-6-15(3)13(12)9-16/h11-13H,4-10H2,1-3H3/t12-,13-/m1/s1	NFNMMANMFMGSCE-CHWSQXEVSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	N-acylpiperidines (CHEMONTID:0000335)	NA (NA)	NA (NA)
0186_08773		C18H25N3O2S	9.64	C1C[C@@H]2[C@@H]3C[C@H](CN(C3)CC(=O)NCC4=CC=CS4)CN2C(=O)C1	InChI=1S/C18H25N3O2S/c22-17(19-8-15-3-2-6-24-15)12-20-9-13-7-14(11-20)16-4-1-5-18(23)21(16)10-13/h2-3,6,13-14,16H,1,4-5,7-12H2,(H,19,22)/t13-,14-,16-/m1/s1	XRAWGLNSYCFQQY-IIAWOOMASA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Amino acids, peptides, and analogues (CHEMONTID:0000013)	Amino acids and derivatives (CHEMONTID:0000347)	Alpha amino acids and derivatives (CHEMONTID:0000060)
0186_08774		C20H37N3O	1.3866666666666667	CC(C)CNC(=O)CCC[C@@H]1[C@H]2CCCN3[C@H]2[C@@H](CCC3)CN1C	InChI=1S/C20H37N3O/c1-15(2)13-21-19(24)10-4-9-18-17-8-6-12-23-11-5-7-16(20(17)23)14-22(18)3/h15-18,20H,4-14H2,1-3H3,(H,21,24)/t16-,17+,18+,20-/m0/s1	ZBCHSYYXATYXSC-XFKSJGNHSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Diazanaphthalenes (CHEMONTID:0004788)	Naphthyridines (CHEMONTID:0001857)	NA (NA)	NA (NA)
