id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0283_00001	1-hydroxypyrene	C16H10O	1.794285714		missing SMILES		
0283_00002	1-Nitropyrene	C16H9NO2	1.804285714		missing SMILES		
0283_00004	1H-Benzotriazole	C6H5N3	1.81		missing SMILES		
0283_00005	2-naphthoic acid	C11H8O2	1.786666667		missing SMILES		
0283_00006	4-Chloroaniline	C6H6ClN	2.052857143		missing SMILES		
0283_00007	5-Methyl-1H-benzotriazole	C7H7N3	1.835714286		missing SMILES		
0283_00009	Alachlor	C14H20ClNO2	1.801428571		missing SMILES		
0283_00010	Ametryn	C9H19N5S	2.324285714		missing SMILES		
0283_00011	Atraton	C9H19N5O	2.678571429		missing SMILES		
0283_00012	Atrazine	C8H16ClN5	1.79		missing SMILES		
0283_00013	Benzothiazole	C7H5NS	1.911428571		missing SMILES		
0283_00015	Caffeine	C8H10N4O2	2.292857143		missing SMILES		
0283_00016	Carbamazepine	C15H12N2O	1.921428571		missing SMILES		
0283_00017	Carbazole	C12H9N	1.79		missing SMILES		
0283_00018	Chloridazon	C10H8ClN3O	1.838571429		missing SMILES		
0283_00019	Chlorpyrifos	C9H11Cl3NO3PS	1.768571429		missing SMILES		
0283_00020	Chlorthalidone	C14H11ClN2O4S	1.765714286		missing SMILES		
0283_00021	Climbazole	C15H17ClN2O2	2.728571429		missing SMILES		
0283_00023	Cotinine	C10H12N2O	3.02		missing SMILES		
0283_00024	Creatinine	C4H7N3O	4.004285714		missing SMILES		
0283_00025	Cyanazine	C9H17ClN6	1.807142857		missing SMILES		
0283_00026	Diuron	C9H10Cl2N2O	1.847142857		missing SMILES		
0283_00029	Ethoprop	C8H19O2PS2	1.79		missing SMILES		
0283_00030	Fipronil	C12H4Cl2F6N4OS	1.733333333		missing SMILES		
0283_00031	Flecainide	C17H20F6N2O3	3.471428571		missing SMILES		
0283_00032	fluconazole	C13H12F2N6O	2.09		missing SMILES		
0283_00033	Gabapentin	C9H17NO2	3.331428571		missing SMILES		
0283_00034	Glibenclamide	C23H28ClN3O5S	1.831428571		missing SMILES		
0283_00035	Glimepiride	C24H34N4O5S	1.808571429		missing SMILES		
0283_00036	Haloperidol	C21H23ClFNO2	3.412857143		missing SMILES		
0283_00037	Hydrochlorothiazide	C7H8ClN3O4S2	1.771428571		missing SMILES		
0283_00039	Imazalil	C14H14Cl2N2O	3.647142857		missing SMILES		
0283_00040	Iminostilbene	C14H11N	1.79		missing SMILES		
0283_00041	Irbesartan	C25H28N6O	2.104285714		missing SMILES		
0283_00042	Irgarol	C11H23N5S	2.195714286		missing SMILES		
0283_00044	Melamine	C3H6N6	1.895714286		missing SMILES		
0283_00045	Metazachlor	C14H16ClN3O	1.845		missing SMILES		
0283_00046	Metolachlor	C15H22ClNO2	1.79		missing SMILES		
0283_00047	Metsulfuron-methyl	C14H25N5O6S	1.858571429		missing SMILES		
0283_00049	Monuron	C9H11ClN2O	1.892857143		missing SMILES		
0283_00050	N-Methyl-N-nitrosotoluene-4-sulphonamide	C8H10N2O3S	2.3775		missing SMILES		
0283_00051	Nicotinamide	C6H6N2O	2.192857143		missing SMILES		
0283_00052	Norethindrone	C20H26O2	1.79		missing SMILES		
0283_00053	O-Desmethylvenlafaxine	C16H25NO2	4.128571429		missing SMILES		
0283_00054	Parathion	C10H14NO5PS	1.765714286		missing SMILES		
0283_00055	Phenazone (Antipyrine)	C11H12N2O	2.23		missing SMILES		
0283_00056	Progesterone	C21H30O2	1.804285714		missing SMILES		
0283_00057	Prometryn	C10H21N5S	2.272857143		missing SMILES		
0283_00058	Propanil	C9H9Cl2NO	1.781428571		missing SMILES		
0283_00059	Propylthiouracil	C7H10N2OS	1.8		missing SMILES		
0283_00060	Quinoxaline	C8H6N2	2.077142857		missing SMILES		
0283_00061	Reserpine	C33H40N2O9	3.308571429		missing SMILES		
0283_00062	Sebuthylazine	C9H18ClN5	1.787142857		missing SMILES		
0283_00063	Simazine	C7H14ClN5	1.801428571		missing SMILES		
0283_00065	Sudan I	C16H12N2O	1.792857143		missing SMILES		
0283_00066	Sulfamethazine	C12H14N4O2S	1.877142857		missing SMILES		
0283_00067	Sulfapyridine	C11H11N3O2S	1.898571429		missing SMILES		
0283_00068	Theophylline	C7H8N4O2	2.08		missing SMILES		
0283_00069	Tri-isobutyl phosphate	C12H27O4P	1.78		missing SMILES		
0283_00070	Triethyl phosphate	C6H15O4P	1.891904762		missing SMILES		
0283_00071	Trifluralin	C13H16F3N3O4	1.775714286		missing SMILES		
0283_00072	Trimethoprim	C14H26N4O3	3.637142857		missing SMILES		
0283_00073	Triphenylphosphate	C18H15O4P	1.79		missing SMILES		
