id	name	formula	rt	smiles.std	status
0333_00100	2-Hydroxytetradecanoic acid	C14H28O3	4.971		'PUGREST.BadRequest: error: '
0333_00103	2-Hydroxyhexadecanoic acid	C16H32O3	5.266		'PUGREST.BadRequest: error: '
0333_00113	Phytanic acid	C20H40O2	5.914		'PUGREST.BadRequest: error: '
0333_00162	10-Hydroxydecanoic acid	C10H20O3	3.579		'PUGREST.BadRequest: error: '
0333_00168	Tuberculostearic Acid	C19H38O2	5.923		'PUGREST.BadRequest: error: '
0333_00189	Aleuritic acid	C16H32O5	3.437		'PUGREST.BadRequest: error: '
0333_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.605		'PUGREST.BadRequest: error: '
0333_00196	GUANOSINE	C10H13N5O5	0.834		'PUGREST.BadRequest: error: '
0333_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.621		'PUGREST.BadRequest: error: '
0333_00216	GLYCERATE	C3H6O4	0.785		'PUGREST.BadRequest: error: '
0333_00224	DIETHANOLAMINE	C4H11NO2	0.834		'PUGREST.BadRequest: error: '
0333_00230	SUCCINATE	C4H6O4	0.834		'PUGREST.BadRequest: error: '
0333_00233	TARTRATE	C4H6O6	0.605		'PUGREST.BadRequest: error: '
0333_00248	PURINE	C5H4N4	0.916		'PUGREST.BadRequest: error: '
0333_00251	URATE	C5H4N4O3	0.703		'PUGREST.BadRequest: error: '
0333_00274	QUINATE	C7H12O6	0.588		'PUGREST.BadRequest: error: '
0333_00283	URIDINE MONOPHOSPHATE	C9H13N2O9P	0.588		'PUGREST.BadRequest: error: '
0333_00285	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P	0.605		'PUGREST.BadRequest: error: '
0333_00301	CITICOLINE	C14H26N4O11P2	0.574		'PUGREST.BadRequest: error: '
0333_00303	THYROTROPIN RELEASING HORMONE	C16H22N6O4	0.852		'PUGREST.BadRequest: error: '
0333_00304	DTDP-D-GLUCOSE	C16H26N2O16P2	0.59		'PUGREST.BadRequest: error: '
0333_00305	MELANIN	C18H10N2O4	4.787		'PUGREST.BadRequest: error: '
0333_00325	TARTRATE	C4H6O6	0.606		'PUGREST.BadRequest: error: '
0333_00371	THEOPHYLLINE	C7H8N4O2	2.508		'PUGREST.BadRequest: error: '
0333_00372	PARAXANTHINE	C7H8N4O2	2.508		'PUGREST.BadRequest: error: '
0333_00383	CYTIDINE MONOPHOSPHATE	C9H14N3O8P	0.574		'PUGREST.BadRequest: error: '
0333_00388	XANTHOSINE-MONOPHOSPHATE	C10H13N4O9P	0.611		'PUGREST.BadRequest: error: '
0333_00393	DGDP	C10H15N5O10P2	0.594		'PUGREST.BadRequest: error: '
0333_00394	ADENOSINE 3',5'-DIPHOSPHATE	C10H15N5O10P2	0.594		'PUGREST.BadRequest: error: '
